"name","X180322.190603_Brain_S36","X32140243_EXO_S2","X32141753_EXO_S10","X32150101_EXO_S3","X32150228_EXO_S18","X32150296_EXO_S34","X32150300_EXO_S4","X32150301_EXO_S14","X32150688_EXO_S20","X32150744_EXO_S30","X32150759_EXO_S26","X32151086_EXO_S6","X32151109_EXO_S17","X32151113_EXO_S24","X32151157_EXO_S31","X32151161_EXO_S19","X32151201_EXO_S23","X32151204_EXO_S9","X32151206_EXO_S12","X32151640_EXO_S32","X32151642_EXO_S5","X32151649_EXO_S7","X32151662_EXO_S25","X32151675_EXO_S28","X32151680_EXO_S22","X32151681_EXO_S21","X32151684_EXO_S13","X32151808_EXO_S16","X32151828_EXO_S15","X32151872_EXO_S27","X32151947_EXO_S11","X32152118_EXO_S1","X32152166_EXO_S8","X32152206_EXO_S33","X32152211_EXO_S35","X32152477_EXO_S29","X180626.180628.190531_Brain_S32","X32140237_EXO_S31","X32150168_EXO_S6","X32150184_EXO_S18","X32150225_EXO_S2","X32150855_EXO_S1","X32150887_EXO_S28","X32151031_EXO_S19","X32151184_EXO_S8","X32151244_EXO_S30","X32151484_EXO_S11","X32151686_EXO_S20","X32151694_EXO_S10","X32151750_EXO_S14","X32151971_EXO_S23","X32151974_EXO_S24","X32152194_EXO_S15","X32152197_EXO_S12","X32152356_EXO_S21","X32152444_EXO_S25","X32160074_EXO_S17","X32160187_EXO_S9","X32160196_EXO_S22","X32160475_EXO_S26","X32160668_EXO_S16","X32160696_EXO_S3","X32160790_EXO_S27","X32161242_EXO_S7","X32161248_EXO_S29","X32161349_EXO_S5","X32161406_EXO_S4","X32161462_EXO_S13","X180726.190530_Brain_S36","X32140235_EXO_S8","X32141754_EXO_S5","X32141765_EXO_S9","X32150091_EXO_S1","X32150158_EXO_S10","X32150162_EXO_S11","X32150690_EXO_S2","X32150880_EXO_S12","X32151247_EXO_S13","X32151370_EXO_S14","X32151510_EXO_S15","X32151523_EXO_S6","X32151633_EXO_S16","X32151648_EXO_S4","X32152019_EXO_S17","X32152081_EXO_S18","X32152082_EXO_S19","X32152259_EXO_S20","X32152263_EXO_S7","X32152276_EXO_S21","X32152388_EXO_S22","X32152480_EXO_S3","X32160002_EXO_S23","X32160008_EXO_S24","X32160071_EXO_S25","X32160118_EXO_S26","X32160619_EXO_S27","X32160652_EXO_S28","X32160740_EXO_S29","X32160964_EXO_S30","X32161241_EXO_S31","X32161448_EXO_S32","X32170071_EXO_S33","X32170419_EXO_S34","X32170641_EXO_S35","X180913.190529_Brain_S36","X32141643_EXO_S1","X32141786_EXO_S2","X32150013_EXO_S3","X32150076_EXO_S4","X32150080_EXO_S5","X32150147_EXO_S6","X32150163_EXO_S7","X32150243_EXO_S8","X32150292_EXO_S9","X32150424_EXO_S10","X32150696_EXO_S11","X32150698_EXO_S12","X32150825_EXO_S13","X32150844_EXO_S14","X32150849_EXO_S15","X32150993_EXO_S16","X32151026_EXO_S17","X32151125_EXO_S18","X32151152_EXO_S19","X32151180_EXO_S20","X32151226_EXO_S21","X32151444_EXO_S22","X32151565_EXO_S23","X32151667_EXO_S24","X32151691_EXO_S25","X32151725_EXO_S26","X32151765_EXO_S27","X32151859_EXO_S28","X32151881_EXO_S29","X32151984_EXO_S30","X32152084_EXO_S31","X32152094_EXO_S32","X32152253_EXO_S33","X32152273_EXO_S34","X32152341_EXO_S35","X180919.190527_Brain_S35","X32150043_EXO_S34","X32152359_EXO_S1","X32152366_EXO_S2","X32152381_EXO_S3","X32152446_EXO_S4","X32152451_EXO_S5","X32160028_EXO_S6","X32160083_EXO_S7","X32160120_EXO_S8","X32160241_EXO_S9","X32160246_EXO_S10","X32160323_EXO_S11","X32160457_EXO_S12","X32160466_EXO_S13","X32160472_EXO_S14","X32160600_EXO_S15","X32160766_EXO_S16","X32160782_EXO_S17","X32161246_EXO_S18","X32161252_EXO_S19","X32161358_EXO_S20","X32161367_EXO_S21","X32161415_EXO_S22","X32170068_EXO_S23","X32170276_EXO_S24","X32170346_EXO_S25","X32170365_EXO_S26","X32170367_EXO_S27","X32170368_EXO_S28","X32170381_EXO_S29","X32170400_EXO_S30","X32170453_EXO_S31","X32170613_EXO_S32","X32170644_EXO_S33","X181003.190524_Brain_S35","X32150156_EXO_S1","X32150274_EXO_S3","X32150309_EXO_S4","X32150313_EXO_S5","X32150318_EXO_S6","X32150697_EXO_S7","X32150792_EXO_S8","X32150829_EXO_S9","X32150835_EXO_S10","X32150882_EXO_S11","X32151018_EXO_S12","X32151021_EXO_S13","X32151029_EXO_S14","X32151178_EXO_S15","X32151181_EXO_S16","X32151480_EXO_S17","X32151489_EXO_S18","X32151625_EXO_S19","X32151754_EXO_S20","X32151970_EXO_S21","X32151988_EXO_S22","X32152030_EXO_S23","X32152087_EXO_S24","X32152200_EXO_S25","X32152260_EXO_S26","X32152348_EXO_S27","X32152351_EXO_S28","X32152408_EXO_S29","X32160009_EXO_S30","X32160019_EXO_S31","X32160078_EXO_S32","X32160080_EXO_S33","X32160185_EXO_S34","X181004.190521_Brain_S35","X32150116_EXO_S31","X32150161_EXO_S32","X32150704_EXO_S33","X32150978_EXO_S34","X32160284_EXO_S1","X32160340_EXO_S2","X32160373_EXO_S3","X32160612_EXO_S4","X32160622_EXO_S5","X32160628_EXO_S6","X32160670_EXO_S7","X32160765_EXO_S8","X32160965_EXO_S9","X32161004_EXO_S10","X32161013_EXO_S11","X32161045_EXO_S12","X32161046_EXO_S13","X32161065_EXO_S14","X32161104_EXO_S15","X32161237_EXO_S16","X32161245_EXO_S17","X32161253_EXO_S18","X32161392_EXO_S19","X32170016_EXO_S20","X32170083_EXO_S21","X32170268_EXO_S22","X32170269_EXO_S23","X32170272_EXO_S24","X32170383_EXO_S25","X32170385_EXO_S26","X32170409_EXO_S27","X32170434_EXO_S28","X32170450_EXO_S29","X32170652_EXO_S30","X181023.190319_Brain_S29","X32151033_EXO_S1","X32151130_EXO_S2","X32151151_EXO_S3","X32151185_EXO_S4","X32151764_EXO_S5","X32151825_EXO_S6","X32152086_EXO_S7","X32152088_EXO_S8","X32152175_EXO_S9","X32152337_EXO_S10","X32152347_EXO_S11","X32160018_EXO_S12","X32160079_EXO_S13","X32160288_EXO_S14","X32160526_EXO_S15","X32160791_EXO_S16","X32161000_EXO_S17","X32161037_EXO_S18","X32161249_EXO_S19","X32161454_EXO_S20","X32170032_EXO_S21","X32170073_EXO_S22","X32170273_EXO_S23","X32170329_EXO_S24","X32170337_EXO_S25","X32170378_EXO_S26","X32170440_EXO_S27","X32170447_EXO_S28"
"11","hsa-let-7e-5p",40824,90721,3494,25960,21183,2540,25950,12346,9046,1041,7345,9508,2915,2071,845,176,8105,9068,6611,2566,6666,31216,3430,40028,18678,6407,23660,13139,1850,2657,2935,2946,26759,9200,250,27629,78980,17868,68595,26169,70411,10340,261690,42950,5858,153952,45176,132494,59627,22100,24575,152371,80643,20210,35495,5516,6003,17814,24747,23377,68847,16806,35548,39208,40545,3942,43534,6567,107930,391,1087,3002,16,46359,2295,29071,2921,7456,15927,3598,2713,47229,423,5333,1370,5014,3406,267,4438,4942,18510,25288,5524,3813,50054,27932,2071,819,3713,13454,6669,57101,9798,12827,46216,1276,672,1127,3709,2451,8373,1646,19,1684,564,18745,14443,3933,1911,670,982,20204,9605,15696,56,164,13229,766,378,185,6450,396,6450,7079,2381,12948,1137,4531,5809,3075,93633,1840,3307,4955,6828,4631,7762,12817,3364,2244,970,3144,3765,6916,14232,3467,13806,129,6365,3804,3333,1975,12846,2850,1584,19714,3342,14020,14674,2419,4026,4155,5012,343,2812,290469,4463,16565,13496,973,9059,25251,35121,5776,4082,4816,2259,11599,39355,32239,10023,26251,7605,24884,14645,2635,23325,447,698,8960,14766,11377,4515,44,1760,8487,399,11641,3106,297525,28022,7557,29276,594,2619,10422,705,3223,26843,7502,233,2813,8473,25300,15219,22213,1644,8181,3251,16638,11077,16779,1711,25015,6358,2568,1666,21982,9744,5384,1865,21658,16113,50092,218311,24981,12471,21900,11562,8127,7787,12832,33544,20319,33428,3666,1806,5457,29766,440,2141,20681,182,17810,16845,3908,32203,19828,46714,47054,8858,46692,18785
"12","hsa-let-7f-1-3p",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,0,44,0,0,0,263,0,0,116,9,143,49,0,0,80,22,0,1,0,0,1,18,0,135,0,186,0,34,0,0,0,106,0,1,6,0,22,0,48,31,0,29,0,0,40,1,19,0,0,57,0,0,10,67,37,0,27,4,83,0,0,0,31,0,106,0,0,111,0,0,1,11,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,12,1,6,8,1,26,0,11,3,4,251,0,1,14,17,12,20,16,7,5,0,2,6,14,13,0,21,0,13,0,5,7,8,24,0,34,2,40,25,4,26,0,0,0,0,365,0,0,0,0,15,38,38,0,0,0,0,25,51,0,0,48,0,0,0,0,32,0,0,0,0,51,0,0,0,0,0,12,0,238,19,0,8,0,0,23,0,0,14,3,0,0,15,109,0,10,0,0,32,35,78,0,0,15,16,8,0,6,36,7,0,14,21,61,495,0,0,203,53,0,0,0,1,0,80,0,0,0,59,0,0,44,0,0,31,0,17,0,37,1,0,117,0
"13","hsa-let-7f-2-3p",0,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,58,0,0,0,27,11,0,1,0,43,1,0,0,29,26,0,0,0,0,0,8,0,71,0,29,0,0,0,0,0,37,0,0,4,0,38,0,92,20,0,22,21,0,13,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,10,5,67,0,0,31,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,7,5,2,9,3,4,8,2,65,0,1,1,5,2,0,0,4,0,0,0,2,1,13,0,2,0,11,0,0,0,18,0,0,0,0,0,4,0,0,0,1,0,0,48,0,0,17,0,12,37,8,0,0,0,0,0,0,7,6,0,0,0,0,0,8,0,0,29,0,0,0,0,0,0,0,0,0,99,41,0,30,0,0,0,0,1,24,15,0,0,0,1,0,13,0,0,0,0,71,0,0,9,11,0,0,1,13,23,0,6,9,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,1,0,32,50,0,1,18
"14","hsa-let-7f-5p",390058,398972,18591,118395,115499,14810,146116,64303,42988,10738,13783,34211,15890,7928,13642,569,51054,45853,28367,20623,32955,125122,18139,220937,91854,26373,139035,73221,9251,29972,11805,9079,127410,36642,836,134501,528886,66160,187674,78701,146148,36402,811492,112523,13276,529094,138727,439999,174944,72906,85409,1148912,224054,64702,99080,17484,20647,72218,89482,64677,217593,38457,99351,112457,126519,7877,107334,20048,686141,967,1226,10689,447,137373,5370,98993,7631,18220,48293,11763,12199,107397,567,9431,488,18553,7285,651,10665,14990,56328,103581,25052,8892,106023,74272,5333,1162,12579,51682,15932,179595,27234,28327,260402,3986,3226,3330,18686,9566,27144,7540,109,8781,2538,62314,41472,21806,7233,2286,3596,56040,30359,38337,456,469,28096,3027,1499,722,23403,1095,16778,22889,6865,48271,4242,20028,17979,8992,697383,8208,13639,23753,28880,24904,31803,48704,13650,11541,5060,16252,18129,37628,75524,22212,67431,721,32066,21087,18846,12786,84368,12217,9071,97367,19894,105907,81974,13172,23114,13473,22489,1924,11771,1913609,14838,94474,62908,6678,35888,145687,164262,23586,19827,28735,12586,51769,179229,138779,61216,113482,35399,102596,52039,14783,145590,3751,5317,44458,44494,50224,16797,292,5320,31000,1392,54179,10173,2016738,121374,30037,108500,2776,8281,56870,3292,17656,128149,42375,964,8172,32190,86294,66175,131007,6660,57593,17647,76248,61111,70736,6583,98258,43924,11515,8204,85343,47050,31774,8796,110864,81912,171131,2133820,168354,73800,122574,67277,46115,47256,57104,171695,68122,133996,14252,8112,27447,218779,2818,11126,91457,2000,80897,92140,20512,135908,123584,291647,434349,65392,253587,153927
"15","hsa-let-7g-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,102,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,80,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,0,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,41,0,0
"16","hsa-let-7g-5p",136161,62131,3877,16176,21500,2053,23054,13773,6199,1118,3011,7483,2698,3363,1861,218,10335,9932,3745,4255,4406,24872,5179,41666,19466,4807,22929,14235,1453,4429,1708,1726,24473,8908,66,30759,274927,19417,54364,27898,42766,9559,271806,39923,4180,157020,47874,160108,63846,24789,28512,588558,71809,21150,35361,5820,6921,27181,26802,24774,96268,10400,33014,35953,42097,3014,22416,14090,410875,327,2325,3821,11,54945,2314,41333,5100,10176,20751,5918,5681,51557,1367,6787,1435,7460,3400,600,4597,7417,23519,40649,11161,4193,42080,28409,3267,605,6588,26861,11650,76361,10224,11682,129713,1627,784,1127,8383,5838,9382,3014,50,834,896,18274,13057,5747,2257,439,876,19315,9489,12866,351,45,8835,1293,621,379,8653,320,5686,7797,2499,16650,1630,9464,6334,3223,470617,3220,5417,8842,11301,9521,9204,13373,6781,3877,2221,6276,8032,15097,27574,7857,24287,220,17007,7007,8059,5139,33320,4533,3050,30978,7178,43664,28304,4922,6724,4951,9754,777,3721,667414,3711,15933,12803,1358,8584,34329,33019,6845,4690,7184,3160,12768,44539,38562,16288,29612,9547,21194,11506,3557,39384,1070,1361,9744,12774,11925,4099,49,1153,6976,446,10593,3407,871557,29808,7682,28119,789,2434,14585,844,4402,36383,12337,326,2836,8764,19365,17238,34400,1892,17167,5444,23709,20616,24985,2434,26865,13442,3212,2837,24430,14996,9295,2605,33898,24492,33264,767447,17726,13764,18495,11756,7032,10398,10710,21970,15442,28118,2874,984,5847,51206,564,1870,18178,345,16624,17224,3066,23607,22641,59314,109083,14998,48547,31101
"17","hsa-let-7i-3p",72,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,74,411,0,144,13,75,0,199,11,0,232,191,125,0,0,1,762,5,16,0,0,0,0,47,0,79,0,0,0,145,0,0,0,312,0,1,11,0,11,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,14,7,70,0,0,7,28,0,0,0,7,30,0,0,0,123,0,0,0,5,5,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,1,0,0,9,0,17,10,6,28,0,11,4,8,667,0,2,0,15,4,10,0,3,7,0,0,15,8,8,1,14,0,9,0,2,0,31,9,0,20,0,21,30,0,0,0,49,0,0,616,3,0,0,0,0,0,31,0,0,0,0,9,0,77,21,33,0,0,42,0,35,0,0,12,0,15,0,0,33,0,0,0,35,715,16,0,47,0,0,24,0,0,58,0,0,0,0,41,0,13,6,0,0,14,18,11,2,39,0,7,11,8,5,8,0,20,20,29,671,0,0,83,0,0,0,0,0,39,39,11,0,0,54,0,0,0,0,0,0,0,18,118,61,40,0,0,26
"18","hsa-let-7i-5p",34291,13540,1790,3724,6688,331,5220,2454,3508,318,802,3363,589,741,225,129,3960,789,885,563,1856,8124,834,9390,6194,2342,5766,2912,252,1414,416,640,5758,2136,0,16374,89365,4663,12603,5153,9960,2353,55478,9156,741,36157,13484,30286,12897,4046,5430,203564,10875,5395,4919,1327,1542,4119,5903,8480,23492,2268,6578,6763,5582,168,8916,3057,113289,51,1310,858,2,9160,750,7684,1115,2318,3607,1121,1062,12768,699,2420,568,1872,1015,648,629,1688,4924,8106,2119,822,7112,5683,1627,393,1716,7111,3657,16629,2959,3166,29437,319,223,399,1391,1294,2235,500,9,109,715,3074,2083,705,216,209,209,6174,2031,4015,16,39,1683,198,89,72,2014,69,1487,1801,583,3730,267,1539,1268,761,125075,575,1017,1020,3272,1654,3062,2332,1444,1093,433,1322,1635,3706,6523,1722,7526,73,3946,1412,2714,1049,4607,1933,547,5774,997,5227,6437,886,984,842,2078,227,1038,185831,1033,3023,2428,310,1845,6241,7851,1545,1001,2387,790,3188,10342,9168,3186,6969,2298,3901,1566,620,7924,259,461,1603,2988,2571,1353,2,395,1438,124,1852,1222,255372,5307,1554,4919,169,873,3134,230,1280,7844,1766,194,755,2355,5041,4645,6528,479,3130,877,5856,4138,4440,586,7804,2315,723,570,7701,4054,1644,435,5303,6162,8388,260842,2291,2679,5672,1869,2440,2402,4751,9060,5386,13652,1624,791,2298,15673,150,1058,5571,187,4105,4854,1122,8682,8996,16238,17595,1751,13222,5002
"19","hsa-miR-1-3p",8030,1,0,48,135,0,89,407,0,0,0,87,8,1,0,0,3,91,1,284,0,0,297,0,41,146,0,105,103,0,861,57,1,274,0,44,10100,0,42,1,11,1,17,33,3,26,84,130,101,440,3,21109,475,141,265,2054,1140,194,6,0,122,1,86,2,185,0,0,3,17333,39,1,0,85,51,39,0,18,70,45,58,68,8,14,17,0,0,0,0,33,5,0,41,14,0,81,0,0,0,25,14,40,42,0,36,5316,35,35,35,170,11,16,52,13,6,338,60,29,34,61,3,338,19,53,21,222,49,14,6,115,14,21,40,13,68,4,38,4,14,21,9,21210,133,61,36,17,13,366,102,49,18,25,31,13,16,65,64,89,16,10,21,52,74,32,32,19,37,57,14,45,86,58,809,36,72,66,37220,24,148,0,16,102,71,73,68,32,66,125,218,64,39,697,1,2,0,2,44,69,124,87,0,63,19,75,23,43,0,51,67,50,49400,65,85,42,252,52,47,105,38,199,142,81,30,125,25,68,33,72,3,4,85,98,14,49,122,100,47,56,33,55,57,67,728,44,283,49950,250,545,430,69,109,0,0,1,0,81,78,186,79,23,69,54,85,90,46,334,48,5,80,126,299,58,1,117
"20","hsa-miR-100-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","hsa-miR-100-5p",89633,11051,1249,1969,2810,490,5507,1751,1591,100,716,1092,297,934,298,279,2267,2672,266,1493,791,3215,1736,2815,1812,1520,4019,1369,215,677,1820,231,1588,803,1,1244,71910,1731,6782,1031,5259,474,25762,3569,1125,15385,5530,14240,6203,3700,2335,139764,5198,3743,3392,945,420,3268,2369,2084,11865,2150,2192,2330,4508,4,2064,1868,162620,81,2088,782,3,6976,747,7681,562,1407,6030,1564,2120,10282,808,3114,785,2533,1157,140,595,1184,7077,5195,1143,1060,11775,3736,497,131,1374,11785,907,11492,3092,3481,72898,192,326,90,2222,905,2669,328,20,470,344,5365,1551,1310,680,211,423,3268,1288,2711,18,185,1901,339,211,118,1963,172,905,2223,1049,3232,435,1526,816,399,128283,333,881,3671,2994,2697,2504,2029,1831,1010,166,872,2039,1328,3801,452,3149,144,3066,763,917,1049,3485,795,635,3811,1586,3446,7077,1287,2666,999,2005,247,1061,260393,1039,2574,4970,411,1691,6304,5783,1088,1424,2834,754,4002,7409,4245,2529,6874,2811,4146,4806,1407,2943,272,398,1840,1948,3588,1153,36,450,831,125,2395,1029,277039,7305,2570,1718,181,710,3768,157,316,6331,3116,3,612,2374,4247,4112,3804,195,2339,1186,5379,5730,3780,344,8163,3232,686,813,6412,2880,2754,775,3233,4006,10515,337232,811,1686,3945,758,2124,3016,1209,3098,2261,7370,633,523,722,2361,30,330,5074,114,5190,2702,726,4490,4999,7633,20611,601,6788,6985
"22","hsa-miR-101-3p",13783,3407,484,966,1478,328,2401,1221,918,113,210,1076,492,182,149,0,3009,1176,180,260,291,2084,780,2035,2990,713,2897,1290,345,133,367,403,1534,603,1,2411,26340,2347,9775,2229,3755,1266,31232,7375,339,23620,8586,17206,8212,3131,4582,59421,7980,3805,6542,756,752,4126,4068,2115,12267,1739,5147,4560,4814,275,4115,2601,61885,102,1559,1318,3,8796,908,6310,1222,1586,6002,1628,1650,11972,288,1672,433,1396,912,310,978,961,5415,7622,2031,609,6140,7012,733,93,1547,4874,2791,22337,1894,1770,24593,454,328,219,2191,1154,2771,896,4,396,189,1863,2275,1365,371,49,50,4132,2515,3762,9,13,1545,361,246,86,2114,146,2201,2626,565,5014,519,1886,1799,773,71715,395,1396,2559,3686,2826,1975,2107,919,984,389,1550,1875,3105,5576,1609,6368,69,3121,1500,2085,993,4516,1117,762,10527,1072,8958,6995,1038,1324,879,1844,187,1225,76811,664,1560,1622,196,1463,5491,5450,1637,1067,931,475,2566,8207,6094,2792,4453,2154,4162,2074,537,5646,217,306,1269,989,1510,506,1,219,593,25,1876,915,101508,5723,1013,4212,122,462,2813,250,1022,5768,2951,128,545,1486,4260,2379,4510,281,4120,1262,5813,4015,4044,785,8923,2794,659,422,5386,2442,1804,707,4759,2710,6168,62611,1632,1214,2340,874,795,541,1231,4672,3081,5791,544,613,932,9666,88,447,3388,24,2562,2725,661,4406,3229,7868,14176,1788,5808,3445
"23","hsa-miR-101-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,15,0,12,0,0,0,6,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,46,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","hsa-miR-10392-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","hsa-miR-10393-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","hsa-miR-10394-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
