name	unique reads 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	PM180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32 (total)	coordinateString 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
hsa-miR-378c	2	38	25.5	4.14	2.95	10:hsa;hsa-mir-378c,130962598,130962622,-	2.7786492081775975	1.9800024412265393
hsa-miR-2277-5p	3	37	37	4.03	2.87	5:hsa;hsa-mir-2277,93620713,93620736,-	4.031765517747886	2.8729447186424295
hsa-miR-4773	1	37	18.5	4.03	2.87	2:hsa;hsa-mir-4773-1,151368381,151368402,+	2.015882758873943	1.4364723593212148
hsa-miR-7977	3	37	37	4.03	2.87	3:hsa;hsa-mir-7977,176515103,176515120,+	4.031765517747886	2.8729447186424295
hsa-miR-522-5p	2	37	6.17	4.03	2.87	19:hsa;hsa-mir-522,53751226,53751247,+	0.6719609196246478	0.4788241197737383
hsa-miR-4773	1	37	18.5	4.03	2.87	2:hsa;hsa-mir-4773-2,151368381,151368402,-	2.015882758873943	1.4364723593212148
hsa-miR-92a-1-5p	3	37	37	4.03	2.87	13:hsa;hsa-mir-92a-1,91351324,91351346,+	4.031765517747886	2.8729447186424295
hsa-miR-519b-5p	2	37	6.17	4.03	2.87	19:hsa;hsa-mir-519b,53695225,53695246,+	0.6719609196246478	0.4788241197737383
hsa-miR-523-5p	2	37	6.17	4.03	2.87	19:hsa;hsa-mir-523,53698400,53698421,+	0.6719609196246478	0.4788241197737383
hsa-miR-519c-5p	2	37	6.17	4.03	2.87	19:hsa;hsa-mir-519c,53686484,53686505,+	0.6719609196246478	0.4788241197737383
hsa-miR-548ab	2	37	37	4.03	2.87	3:hsa;hsa-mir-548ab,103524043,103524064,-	4.031765517747886	2.8729447186424295
hsa-miR-1298-5p	2	37	37	4.03	2.87	X:hsa;hsa-mir-1298,114715250,114715271,+	4.031765517747886	2.8729447186424295
hsa-miR-519a-5p	2	37	6.17	4.03	2.87	19:hsa;hsa-mir-519a-1,53752411,53752432,+	0.6719609196246478	0.4788241197737383
hsa-miR-518e-5p	2	37	6.17	4.03	2.87	19:hsa;hsa-mir-518e,53729853,53729874,+	0.6719609196246478	0.4788241197737383
hsa-miR-376a-2-5p	3	37	37	4.03	2.87	14:hsa;hsa-mir-376a-2,101040080,101040100,+	4.031765517747886	2.8729447186424295
hsa-miR-3622a-5p	2	36	36	3.92	2.8	8:hsa;hsa-mir-3622a,27701690,27701711,+	3.922798882133079	2.7952975640845263
hsa-miR-19a-3p	5	36	35.33	3.92	2.8	13:hsa;hsa-mir-19a,91350939,91350961,+	3.850154458389874	2.743532794379257
hsa-miR-4423-5p	3	36	36	3.92	2.8	1:hsa;hsa-mir-4423,85133806,85133827,+	3.922798882133079	2.7952975640845263
hsa-miR-4780	4	35	35	3.81	2.72	2:hsa;hsa-mir-4780,88082569,88082590,-	3.813832246518271	2.7176504095266227
hsa-miR-323b-5p	4	35	35	3.81	2.72	14:hsa;hsa-mir-323b,101056233,101056255,+	3.813832246518271	2.7176504095266227
hsa-miR-1269b	2	34	34	3.7	2.64	17:hsa;hsa-mir-1269b,12917276,12917297,-	3.7048656109034632	2.640003254968719
hsa-miR-1914-3p	1	33	33	3.6	2.56	20:hsa;hsa-mir-1914,63941514,63941535,-	3.5958989752886557	2.5623561004108155
hsa-miR-1185-5p	2	33	16.5	3.6	2.56	14:hsa;hsa-mir-1185-1,101042991,101043011,+	1.7979494876443278	1.2811780502054078
hsa-miR-3151-5p	2	33	33	3.6	2.56	8:hsa;hsa-mir-3151,103154623,103154643,+	3.5958989752886557	2.5623561004108155
hsa-miR-1185-5p	2	33	16.5	3.6	2.56	14:hsa;hsa-mir-1185-2,101044212,101044232,+	1.7979494876443278	1.2811780502054078
hsa-miR-624-5p	3	33	33	3.6	2.56	14:hsa;hsa-mir-624,31014661,31014682,-	3.5958989752886557	2.5623561004108155
hsa-miR-4501	4	33	33	3.6	2.56	13:hsa;hsa-mir-4501,96427229,96427249,+	3.5958989752886557	2.5623561004108155
hsa-miR-3149	2	33	33	3.6	2.56	8:hsa;hsa-mir-3149,76966818,76966840,-	3.5958989752886557	2.5623561004108155
hsa-miR-6733-5p	3	33	33	3.6	2.56	1:hsa;hsa-mir-6733,43171657,43171678,-	3.5958989752886557	2.5623561004108155
hsa-miR-4433b-5p	4	33	33	3.6	2.56	2:hsa;hsa-mir-4433b,64340766,64340786,-	3.5958989752886557	2.5623561004108155
hsa-miR-4488	2	33	33	3.6	2.56	11:hsa;hsa-mir-4488,61508599,61508616,+	3.5958989752886557	2.5623561004108155
hsa-miR-5001-3p	4	33	33	3.6	2.56	2:hsa;hsa-mir-5001,232550533,232550554,-	3.5958989752886557	2.5623561004108155
hsa-miR-34c-3p	3	33	33	3.6	2.56	11:hsa;hsa-mir-34c,111513484,111513505,+	3.5958989752886557	2.5623561004108155
hsa-miR-887-5p	4	32	32	3.49	2.48	5:hsa;hsa-mir-887,15935191,15935211,+	3.4869323396738476	2.484708945852912
hsa-miR-3928-3p	3	32	32	3.49	2.48	22:hsa;hsa-mir-3928,31160098,31160119,-	3.4869323396738476	2.484708945852912
hsa-miR-1273h-3p	2	32	32	3.49	2.48	16:hsa;hsa-mir-1273h,24203186,24203207,+	3.4869323396738476	2.484708945852912
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-3,16324592,16324614,+	0.168898285202952	0.12035308956475044
hsa-miR-552-3p	2	31	31	3.38	2.41	1:hsa;hsa-mir-552,34669659,34669679,-	3.37796570405904	2.4070617912950087
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-2,14925941,14925963,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-1,18344017,18344039,-	0.168898285202952	0.12035308956475044
hsa-miR-3940-3p	4	31	31	3.38	2.41	19:hsa;hsa-mir-3940,6416466,6416487,-	3.37796570405904	2.4070617912950087
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-4,14925941,14925963,+	0.168898285202952	0.12035308956475044
hsa-miR-4536-5p	3	31	15.5	3.38	2.41	X:hsa;hsa-mir-4536-1,55451496,55451516,-	1.68898285202952	1.2035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-3,18344017,18344039,-	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-4,16368880,16368902,+	0.168898285202952	0.12035308956475044
hsa-miR-4536-5p	3	31	15.5	3.38	2.41	X:hsa;hsa-mir-4536-2,55451496,55451516,+	1.68898285202952	1.2035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-2,18344017,18344039,-	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-2,16368880,16368902,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-1,14925941,14925963,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-4,16324592,16324614,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-4,18344017,18344039,-	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-1,16324592,16324614,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-3,16368880,16368902,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-2,16324592,16324614,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-1,16368880,16368902,+	0.168898285202952	0.12035308956475044
hsa-miR-6511a-5p	3	31	1.55	3.38	2.41	16:hsa;hsa-mir-6511a-3,14925941,14925963,+	0.168898285202952	0.12035308956475044
hsa-miR-6802-3p	2	30	30	3.27	2.33	19:hsa;hsa-mir-6802,55239955,55239976,-	3.268999068444232	2.329414636737105
hsa-miR-3187-3p	2	30	30	3.27	2.33	19:hsa;hsa-mir-3187,813627,813646,+	3.268999068444232	2.329414636737105
hsa-miR-642a-5p	2	30	30	3.27	2.33	19:hsa;hsa-mir-642a,45674943,45674964,+	3.268999068444232	2.329414636737105
hsa-miR-4999-5p	2	29	29	3.16	2.25	19:hsa;hsa-mir-4999,8389310,8389330,-	3.1600324328294245	2.2517674821792015
hsa-miR-374c-3p	1	29	29	3.16	2.25	X:hsa;hsa-mir-374c,74218587,74218608,+	3.1600324328294245	2.2517674821792015
hsa-miR-4738-3p	5	29	29	3.16	2.25	17:hsa;hsa-mir-4738,75784577,75784598,-	3.1600324328294245	2.2517674821792015
hsa-miR-1197	1	29	29	3.16	2.25	14:hsa;hsa-mir-1197,101025620,101025640,+	3.1600324328294245	2.2517674821792015
hsa-miR-616-3p	2	29	29	3.16	2.25	12:hsa;hsa-mir-616,57519218,57519239,-	3.1600324328294245	2.2517674821792015
hsa-miR-6504-5p	1	29	29	3.16	2.25	16:hsa;hsa-mir-6504,81611352,81611372,+	3.1600324328294245	2.2517674821792015
hsa-miR-6788-3p	1	28	28	3.05	2.17	18:hsa;hsa-mir-6788,10759628,10759649,-	3.051065797214617	2.174120327621298
hsa-miR-505-5p	4	28	28	3.05	2.17	X:hsa;hsa-mir-505,139924162,139924183,-	3.051065797214617	2.174120327621298
hsa-miR-92a-2-5p	2	28	28	3.05	2.17	X:hsa;hsa-mir-92a-2,134169546,134169567,-	3.051065797214617	2.174120327621298
hsa-miR-3127-5p	3	28	28	3.05	2.17	2:hsa;hsa-mir-3127,96798288,96798310,+	3.051065797214617	2.174120327621298
hsa-miR-6500-3p	1	28	28	3.05	2.17	1:hsa;hsa-mir-6500,51060072,51060092,+	3.051065797214617	2.174120327621298
hsa-miR-4448	1	28	28	3.05	2.17	3:hsa;hsa-mir-4448,183886860,183886879,+	3.051065797214617	2.174120327621298
hsa-miR-23a-5p	3	27	27	2.94	2.1	19:hsa;hsa-mir-23a,13836595,13836616,-	2.942099161599809	2.0964731730633948
hsa-miR-6761-5p	2	27	27	2.94	2.1	12:hsa;hsa-mir-6761,111799839,111799859,+	2.942099161599809	2.0964731730633948
hsa-miR-450a-1-3p	1	27	27	2.94	2.1	X:hsa;hsa-mir-450a-1,134540393,134540414,-	2.942099161599809	2.0964731730633948
hsa-miR-193a-3p	1	27	27	2.94	2.1	17:hsa;hsa-mir-193a,31560050,31560071,+	2.942099161599809	2.0964731730633948
hsa-miR-452-5p	4	27	27	2.94	2.1	X:hsa;hsa-mir-452,151959641,151959662,-	2.942099161599809	2.0964731730633948
hsa-miR-548l	2	27	27	2.94	2.1	11:hsa;hsa-mir-548l,94466509,94466530,-	2.942099161599809	2.0964731730633948
hsa-miR-26a-1-3p	2	27	27	2.94	2.1	3:hsa;hsa-mir-26a-1,37969452,37969473,+	2.942099161599809	2.0964731730633948
hsa-miR-7151-3p	4	27	27	2.94	2.1	10:hsa;hsa-mir-7151,67403390,67403410,-	2.942099161599809	2.0964731730633948
hsa-miR-6772-3p	1	26	26	2.83	2.02	16:hsa;hsa-mir-6772,57772329,57772351,-	2.8331325259850013	2.018826018505491
hsa-miR-655-5p	2	26	26	2.83	2.02	14:hsa;hsa-mir-655,101049572,101049593,+	2.8331325259850013	2.018826018505491
hsa-miR-6739-5p	2	26	26	2.83	2.02	1:hsa;hsa-mir-6739,201863378,201863399,+	2.8331325259850013	2.018826018505491
hsa-miR-149-3p	3	26	26	2.83	2.02	2:hsa;hsa-mir-149,240456056,240456076,+	2.8331325259850013	2.018826018505491
hsa-miR-549a-5p	2	26	26	2.83	2.02	15:hsa;hsa-mir-549a,80842005,80842026,-	2.8331325259850013	2.018826018505491
hsa-miR-641	2	25	25	2.72	1.94	19:hsa;hsa-mir-641,40282558,40282581,-	2.7241658903701937	1.9411788639475875
hsa-miR-597-3p	2	25	25	2.72	1.94	8:hsa;hsa-mir-597,9741729,9741751,+	2.7241658903701937	1.9411788639475875
hsa-miR-450a-2-3p	5	25	25	2.72	1.94	X:hsa;hsa-mir-450a-2,134540565,134540586,-	2.7241658903701937	1.9411788639475875
hsa-miR-6513-3p	4	25	25	2.72	1.94	2:hsa;hsa-mir-6513,218280166,218280186,-	2.7241658903701937	1.9411788639475875
hsa-miR-1251-5p	2	25	25	2.72	1.94	12:hsa;hsa-mir-1251,97491913,97491933,+	2.7241658903701937	1.9411788639475875
hsa-miR-6788-5p	1	24	24	2.62	1.86	18:hsa;hsa-mir-6788,10759589,10759609,-	2.6151992547553857	1.8635317093896842
hsa-miR-676-5p	1	24	24	2.62	1.86	X:hsa;hsa-mir-676,70022864,70022884,+	2.6151992547553857	1.8635317093896842
hsa-miR-378g	1	24	24	2.62	1.86	1:hsa;hsa-mir-378g,94745861,94745880,-	2.6151992547553857	1.8635317093896842
hsa-miR-27a-5p	2	24	24	2.62	1.86	19:hsa;hsa-mir-27a,13836449,13836470,-	2.6151992547553857	1.8635317093896842
hsa-miR-4742-5p	3	24	24	2.62	1.86	1:hsa;hsa-mir-4742,224398227,224398249,-	2.6151992547553857	1.8635317093896842
hsa-miR-296-5p	4	24	24	2.62	1.86	20:hsa;hsa-mir-296,58817628,58817648,-	2.6151992547553857	1.8635317093896842
hsa-miR-2682-3p	3	24	24	2.62	1.86	1:hsa;hsa-mir-2682,98045301,98045322,-	2.6151992547553857	1.8635317093896842
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-1,18402195,18402219,-	0.2784702910156198	0.1984316172035312
hsa-miR-193b-5p	2	23	23	2.51	1.79	16:hsa;hsa-mir-193b,14303980,14304001,+	2.506232619140578	1.7858845548317805
hsa-miR-6860	3	23	23	2.51	1.79	11:hsa;hsa-mir-6860,67045683,67045704,+	2.506232619140578	1.7858845548317805
hsa-miR-432-3p	1	23	23	2.51	1.79	14:hsa;hsa-mir-432,100884544,100884564,+	2.506232619140578	1.7858845548317805
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-2,14911237,14911261,+	0.2784702910156198	0.1984316172035312
hsa-miR-6803-3p	3	23	23	2.51	1.79	19:hsa;hsa-mir-6803,55245229,55245250,-	2.506232619140578	1.7858845548317805
hsa-miR-34b-5p	1	23	23	2.51	1.79	11:hsa;hsa-mir-34b,111512950,111512972,+	2.506232619140578	1.7858845548317805
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-3,16309892,16309916,+	0.2784702910156198	0.1984316172035312
hsa-miR-589-3p	2	23	23	2.51	1.79	7:hsa;hsa-mir-589,5495879,5495902,-	2.506232619140578	1.7858845548317805
hsa-miR-874-5p	6	23	23	2.51	1.79	5:hsa;hsa-mir-874,137647581,137647603,-	2.506232619140578	1.7858845548317805
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-3,14911237,14911261,+	0.2784702910156198	0.1984316172035312
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-2,16309892,16309916,+	0.2784702910156198	0.1984316172035312
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-1,16309892,16309916,+	0.2784702910156198	0.1984316172035312
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-2,18402193,18402217,-	0.2784702910156198	0.1984316172035312
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-3,18402195,18402219,-	0.2784702910156198	0.1984316172035312
hsa-miR-3180-5p	2	23	2.56	2.51	1.79	16:hsa;hsa-mir-3180-1,14911237,14911261,+	0.2784702910156198	0.1984316172035312
hsa-miR-6734-5p	2	22	22	2.4	1.71	1:hsa;hsa-mir-6734,43364653,43364675,-	2.39726598352577	1.7082374002738772
hsa-miR-6818-3p	1	22	22	2.4	1.71	22:hsa;hsa-mir-6818,30007092,30007113,+	2.39726598352577	1.7082374002738772
hsa-miR-6825-5p	2	22	22	2.4	1.71	3:hsa;hsa-mir-6825,127575271,127575292,-	2.39726598352577	1.7082374002738772
hsa-miR-615-3p	2	22	22	2.4	1.71	12:hsa;hsa-mir-615,54034010,54034031,+	2.39726598352577	1.7082374002738772
hsa-miR-548k	1	22	22	2.4	1.71	11:hsa;hsa-mir-548k,70283986,70284007,+	2.39726598352577	1.7082374002738772
hsa-miR-150-3p	2	22	22	2.4	1.71	19:hsa;hsa-mir-150,49500835,49500856,-	2.39726598352577	1.7082374002738772
hsa-miR-6837-5p	1	22	22	2.4	1.71	7:hsa;hsa-mir-6837,44051771,44051791,+	2.39726598352577	1.7082374002738772
hsa-miR-6804-5p	2	21	21	2.29	1.63	19:hsa;hsa-mir-6804,55230890,55230910,-	2.2882993479109626	1.6305902457159736
hsa-miR-6512-5p	1	21	21	2.29	1.63	2:hsa;hsa-mir-6512,177313814,177313835,-	2.2882993479109626	1.6305902457159736
hsa-miR-676-3p	4	21	21	2.29	1.63	X:hsa;hsa-mir-676,70022899,70022919,+	2.2882993479109626	1.6305902457159736
hsa-miR-337-5p	1	21	21	2.29	1.63	14:hsa;hsa-mir-337,100874515,100874535,+	2.2882993479109626	1.6305902457159736
hsa-miR-6720-5p	2	20	20	2.18	1.55	6:hsa;hsa-mir-6720,1390344,1390366,-	2.179332712296155	1.5529430911580702
hsa-miR-3150a-5p	1	20	20	2.18	1.55	8:hsa;hsa-mir-3150a,95072925,95072946,+	2.179332712296155	1.5529430911580702
hsa-miR-10527-5p	4	20	20	2.18	1.55	12:hsa;hsa-mir-10527,63823663,63823685,+	2.179332712296155	1.5529430911580702
hsa-miR-181d-3p	4	20	20	2.18	1.55	19:hsa;hsa-mir-181d,13874953,13874973,+	2.179332712296155	1.5529430911580702
hsa-miR-551b-5p	1	20	20	2.18	1.55	3:hsa;hsa-mir-551b,168551875,168551896,+	2.179332712296155	1.5529430911580702
hsa-miR-1912-3p	3	20	20	2.18	1.55	X:hsa;hsa-mir-1912,114651589,114651610,+	2.179332712296155	1.5529430911580702
hsa-miR-3620-3p	1	20	20	2.18	1.55	1:hsa;hsa-mir-3620,228097320,228097341,+	2.179332712296155	1.5529430911580702
hsa-miR-877-3p	1	20	20	2.18	1.55	6:hsa;hsa-mir-877,30584397,30584417,+	2.179332712296155	1.5529430911580702
hsa-miR-4636	2	20	20	2.18	1.55	5:hsa;hsa-mir-4636,9053825,9053846,-	2.179332712296155	1.5529430911580702
hsa-miR-4482-3p	1	20	20	2.18	1.55	10:hsa;hsa-mir-4482,104268379,104268400,-	2.179332712296155	1.5529430911580702
hsa-miR-616-5p	2	20	20	2.18	1.55	12:hsa;hsa-mir-616,57519178,57519199,-	2.179332712296155	1.5529430911580702
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-4,63919914,63919936,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-2,63919914,63919936,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-5,63919607,63919629,+	0.12178623980478513	0.08678211391765686
hsa-miR-1304-5p	2	19	19	2.07	1.48	11:hsa;hsa-mir-1304,93733693,93733714,-	2.070366076681347	1.4752959366001666
hsa-miR-6851-5p	3	19	19	2.07	1.48	9:hsa;hsa-mir-6851,33467874,33467896,-	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-3,63919802,63919824,+	0.12178623980478513	0.08678211391765686
hsa-miR-6720-3p	2	19	19	2.07	1.48	6:hsa;hsa-mir-6720,1390380,1390401,-	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-5,63919914,63919936,+	0.12178623980478513	0.08678211391765686
hsa-miR-18a-3p	3	19	19	2.07	1.48	13:hsa;hsa-mir-18a,91350797,91350819,+	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-3,63919607,63919629,+	0.12178623980478513	0.08678211391765686
hsa-miR-556-5p	2	19	19	2.07	1.48	1:hsa;hsa-mir-556,162342561,162342582,+	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-2,63919607,63919629,+	0.12178623980478513	0.08678211391765686
hsa-miR-4286	1	19	19	2.07	1.48	8:hsa;hsa-mir-4286,10666988,10667004,+	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-4,63919607,63919629,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-1,63919495,63919517,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-2,63919802,63919824,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-3,63919551,63919573,+	0.12178623980478513	0.08678211391765686
hsa-miR-3145-3p	1	19	19	2.07	1.48	6:hsa;hsa-mir-3145,138435261,138435284,-	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-5,63919551,63919573,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-2,63919551,63919573,+	0.12178623980478513	0.08678211391765686
hsa-miR-663a	1	19	19	2.07	1.48	20:hsa;hsa-mir-663a,26208200,26208221,-	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-3,63919914,63919936,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-5,63919802,63919824,+	0.12178623980478513	0.08678211391765686
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-4,63919802,63919824,+	0.12178623980478513	0.08678211391765686
hsa-miR-1268b	1	19	19	2.07	1.48	17:hsa;hsa-mir-1268b,80098831,80098850,+	2.070366076681347	1.4752959366001666
hsa-miR-4758-5p	2	19	19	2.07	1.48	20:hsa;hsa-mir-4758,62332488,62332510,-	2.070366076681347	1.4752959366001666
hsa-miR-941	2	19	1.12	2.07	1.48	20:hsa;hsa-mir-941-4,63919551,63919573,+	0.12178623980478513	0.08678211391765686
hsa-miR-181b-3p	1	18	18	1.96	1.4	1:hsa;hsa-mir-181b-1,198858948,198858968,-	1.9613994410665394	1.3976487820422632
hsa-miR-6740-3p	2	18	18	1.96	1.4	1:hsa;hsa-mir-6740,202003215,202003236,+	1.9613994410665394	1.3976487820422632
hsa-miR-223-5p	2	18	18	1.96	1.4	X:hsa;hsa-mir-223,66018895,66018916,+	1.9613994410665394	1.3976487820422632
hsa-miR-5588-5p	1	18	18	1.96	1.4	3:hsa;hsa-mir-5588,185253210,185253230,-	1.9613994410665394	1.3976487820422632
hsa-miR-548v	2	18	18	1.96	1.4	8:hsa;hsa-mir-548v,17681626,17681647,-	1.9613994410665394	1.3976487820422632
hsa-miR-513a-5p	1	18	9	1.96	1.4	X:hsa;hsa-mir-513a-2,147225861,147225878,-	0.9806997205332697	0.6988243910211316
hsa-miR-6882-5p	3	18	18	1.96	1.4	15:hsa;hsa-mir-6882,74840647,74840668,-	1.9613994410665394	1.3976487820422632
hsa-miR-215-5p	3	18	18	1.96	1.4	1:hsa;hsa-mir-215,220117879,220117899,-	1.9613994410665394	1.3976487820422632
hsa-miR-513a-5p	1	18	9	1.96	1.4	X:hsa;hsa-mir-513a-1,147213499,147213516,-	0.9806997205332697	0.6988243910211316
hsa-miR-891a-5p	2	17	17	1.85	1.32	X:hsa;hsa-mir-891a,146027804,146027825,-	1.8524328054517316	1.3200016274843596
hsa-miR-188-3p	1	17	17	1.85	1.32	X:hsa;hsa-mir-188,50003556,50003576,+	1.8524328054517316	1.3200016274843596
hsa-miR-3126-5p	2	17	17	1.85	1.32	2:hsa;hsa-mir-3126,69103691,69103712,+	1.8524328054517316	1.3200016274843596
hsa-miR-670-3p	2	17	17	1.85	1.32	11:hsa;hsa-mir-670,43559714,43559734,+	1.8524328054517316	1.3200016274843596
hsa-miR-1178-3p	1	17	17	1.85	1.32	12:hsa;hsa-mir-1178,119713689,119713709,-	1.8524328054517316	1.3200016274843596
hsa-miR-502-5p	2	17	17	1.85	1.32	X:hsa;hsa-mir-502,50014613,50014633,+	1.8524328054517316	1.3200016274843596
hsa-miR-495-5p	1	16	16	1.74	1.24	14:hsa;hsa-mir-495,101033768,101033789,+	1.7434661698369238	1.242354472926456
hsa-miR-618	1	16	16	1.74	1.24	12:hsa;hsa-mir-618,80935751,80935773,-	1.7434661698369238	1.242354472926456
hsa-miR-1291	2	16	16	1.74	1.24	12:hsa;hsa-mir-1291,48654457,48654480,-	1.7434661698369238	1.242354472926456
hsa-miR-511-5p	1	16	16	1.74	1.24	10:hsa;hsa-mir-511,17845122,17845142,+	1.7434661698369238	1.242354472926456
hsa-miR-10399-3p	3	16	16	1.74	1.24	7:hsa;hsa-mir-10399,139044137,139044157,-	1.7434661698369238	1.242354472926456
hsa-miR-199b-5p	1	16	16	1.74	1.24	9:hsa;hsa-mir-199b,128244746,128244768,-	1.7434661698369238	1.242354472926456
hsa-miR-3174	2	16	16	1.74	1.24	15:hsa;hsa-mir-3174,90006764,90006786,+	1.7434661698369238	1.242354472926456
hsa-miR-4699-5p	1	16	16	1.74	1.24	12:hsa;hsa-mir-4699,81158397,81158418,+	1.7434661698369238	1.242354472926456
hsa-miR-6727-5p	1	16	16	1.74	1.24	1:hsa;hsa-mir-6727,1312507,1312529,-	1.7434661698369238	1.242354472926456
hsa-miR-4659a-3p	2	16	16	1.74	1.24	8:hsa;hsa-mir-4659a,6745212,6745233,+	1.7434661698369238	1.242354472926456
hsa-miR-1180-5p	1	16	16	1.74	1.24	17:hsa;hsa-mir-1180,19344512,19344532,-	1.7434661698369238	1.242354472926456
hsa-miR-6837-3p	1	16	16	1.74	1.24	7:hsa;hsa-mir-6837,44051807,44051829,+	1.7434661698369238	1.242354472926456
hsa-miR-584-3p	1	15	15	1.63	1.16	5:hsa;hsa-mir-584,149062367,149062388,-	1.634499534222116	1.1647073183685526
hsa-miR-3127-3p	2	15	15	1.63	1.16	2:hsa;hsa-mir-3127,96798324,96798345,+	1.634499534222116	1.1647073183685526
hsa-miR-6760-3p	3	15	15	1.63	1.16	12:hsa;hsa-mir-6760,111304189,111304209,+	1.634499534222116	1.1647073183685526
hsa-miR-3120-5p	1	15	15	1.63	1.16	1:hsa;hsa-mir-3120,172138820,172138840,+	1.634499534222116	1.1647073183685526
hsa-miR-296-3p	2	15	15	1.63	1.16	20:hsa;hsa-mir-296,58817662,58817683,-	1.634499534222116	1.1647073183685526
hsa-miR-5196-3p	2	15	15	1.63	1.16	19:hsa;hsa-mir-5196,35345581,35345601,+	1.634499534222116	1.1647073183685526
hsa-miR-6821-3p	1	14	14	1.53	1.09	22:hsa;hsa-mir-6821,49962919,49962939,+	1.5255328986073085	1.087060163810649
