name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	PM181003-190524_Brain_S35(lib)	181003-190524_Brain_S35 (total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-1,187896,187918,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	15:hsa;hsa-mir-6859-3,101973529,101973551,+	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-4,17374,17396,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	16:hsa;hsa-mir-6859-1,17057,17079,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	15:hsa;hsa-mir-6859-4,101973529,101973551,+	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-1,17374,17396,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-3,17374,17396,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	15:hsa;hsa-mir-6859-2,101973529,101973551,+	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	15:hsa;hsa-mir-6859-1,101973529,101973551,+	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-3,187896,187918,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	16:hsa;hsa-mir-6859-4,17057,17079,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	16:hsa;hsa-mir-6859-2,17057,17079,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-2,187896,187918,-	0.31378439116459056	0.24726873574291305
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-2,17374,17396,-	0.31378439116459056	0.24726873574291305
hsa-miR-2681-3p	10	126	126	4.98	3.93	13:hsa;hsa-mir-2681,101967702,101967723,-	4.981018366833186	3.9251478051788404
hsa-miR-6516-5p	8	125	125	4.94	3.89	17:hsa;hsa-mir-6516,77089428,77089449,+	4.941486475032922	3.8939958384710716
hsa-miR-513c-5p	3	123	123	4.86	3.83	X:hsa;hsa-mir-513c,147189717,147189738,-	4.862422691432395	3.8316919050555347
hsa-miR-4742-3p	9	122	122	4.82	3.8	1:hsa;hsa-mir-4742,224398289,224398311,-	4.822890799632132	3.800539938347766
hsa-miR-378a-5p	8	121	121	4.78	3.77	5:hsa;hsa-mir-378a,149732829,149732850,+	4.783358907831869	3.7693879716399974
hsa-miR-29a-5p	11	120	120	4.74	3.74	7:hsa;hsa-mir-29a,130876750,130876771,-	4.743827016031605	3.738236004932229
hsa-miR-493-3p	8	120	120	4.74	3.74	14:hsa;hsa-mir-493,100869116,100869137,+	4.743827016031605	3.738236004932229
hsa-miR-3943	9	119	119	4.7	3.71	7:hsa;hsa-mir-3943,43150917,43150939,+	4.704295124231342	3.70708403822446
hsa-miR-891a-5p	12	119	119	4.7	3.71	X:hsa;hsa-mir-891a,146027804,146027825,-	4.704295124231342	3.70708403822446
hsa-miR-149-3p	4	119	119	4.7	3.71	2:hsa;hsa-mir-149,240456056,240456076,+	4.704295124231342	3.70708403822446
hsa-miR-374c-5p	12	118	59	4.66	3.68	X:hsa;hsa-mir-374c,74218561,74218582,+	2.3323816162155393	1.8379660357583458
hsa-miR-1275	1	117	117	4.63	3.64	6:hsa;hsa-mir-1275,33999989,34000005,-	4.625231340630815	3.6447801048089232
hsa-miR-376c-5p	12	115	58	4.55	3.58	14:hsa;hsa-mir-376c,101039694,101039714,+	2.2928497244152757	1.8068140690505772
hsa-miR-376b-5p	11	114	57	4.51	3.55	14:hsa;hsa-mir-376b,101040459,101040480,+	2.2533178326150125	1.7756621023428087
hsa-miR-532-3p	9	113	113	4.47	3.52	X:hsa;hsa-mir-532,50003204,50003225,+	4.467103773429762	3.5201722379778486
hsa-miR-5100	2	112	112	4.43	3.49	10:hsa;hsa-mir-5100,42997630,42997651,+	4.427571881629498	3.48902027127008
hsa-miR-4440	5	110	110	4.35	3.43	2:hsa;hsa-mir-4440,239068881,239068902,-	4.348508098028971	3.426716337854543
hsa-miR-548e-3p	4	109	109	4.31	3.4	10:hsa;hsa-mir-548e,110988978,110988999,+	4.308976206228708	3.3955643711467745
hsa-miR-616-3p	7	108	108	4.27	3.36	12:hsa;hsa-mir-616,57519218,57519239,-	4.269444314428445	3.364412404439006
hsa-miR-7-2-3p	8	108	108	4.27	3.36	15:hsa;hsa-mir-7-2,88611896,88611917,+	4.269444314428445	3.364412404439006
hsa-miR-7704	5	104	104	4.11	3.24	2:hsa;hsa-mir-7704,176188843,176188861,+	4.1113167472273915	3.2398045376079314
hsa-miR-585-3p	6	103	103	4.07	3.21	5:hsa;hsa-mir-585,169263661,169263679,-	4.071784855427127	3.208652570900163
hsa-miR-3149	7	103	103	4.07	3.21	8:hsa;hsa-mir-3149,76966818,76966840,-	4.071784855427127	3.208652570900163
hsa-miR-3065-3p	5	102	102	4.03	3.18	17:hsa;hsa-mir-3065,81125926,81125948,+	4.032252963626864	3.1775006041923946
hsa-miR-17-3p	5	102	102	4.03	3.18	13:hsa;hsa-mir-17,91350655,91350676,+	4.032252963626864	3.1775006041923946
hsa-miR-4791	3	102	102	4.03	3.18	3:hsa;hsa-mir-4791,19314855,19314872,-	4.032252963626864	3.1775006041923946
hsa-miR-148b-5p	4	101	101	3.99	3.15	12:hsa;hsa-mir-148b,54337240,54337261,+	3.992721071826601	3.1463486374846257
hsa-miR-4742-5p	7	101	101	3.99	3.15	1:hsa;hsa-mir-4742,224398227,224398249,-	3.992721071826601	3.1463486374846257
hsa-miR-550a-3-5p	4	100	53.33	3.95	3.12	7:hsa;hsa-mir-550a-3,29680754,29680773,-	2.1083675626807135	1.661438224414324
hsa-miR-550a-5p	6	100	38.33	3.95	3.12	7:hsa;hsa-mir-550a-2,32733002,32733024,+	1.515389185676763	1.1941587237977953
hsa-miR-550a-5p	6	100	38.33	3.95	3.12	7:hsa;hsa-mir-550a-1,30289815,30289837,+	1.515389185676763	1.1941587237977953
hsa-miR-2277-5p	7	99	99	3.91	3.08	5:hsa;hsa-mir-2277,93620713,93620736,-	3.9136572882260743	3.084044704069089
hsa-miR-508-3p	7	99	99	3.91	3.08	X:hsa;hsa-mir-508,147236973,147236995,-	3.9136572882260743	3.084044704069089
hsa-miR-6794-3p	8	99	99	3.91	3.08	19:hsa;hsa-mir-6794,12852306,12852325,+	3.9136572882260743	3.084044704069089
hsa-miR-455-5p	4	98	98	3.87	3.05	9:hsa;hsa-mir-455,114209449,114209470,+	3.874125396425811	3.0528927373613204
hsa-miR-1304-3p	4	97	97	3.83	3.02	11:hsa;hsa-mir-1304,93733726,93733747,-	3.8345935046255475	3.0217407706535515
hsa-miR-6505-5p	4	95	95	3.76	2.96	12:hsa;hsa-mir-6505,48132800,48132821,+	3.7555297210250207	2.9594368372380147
hsa-miR-4677-3p	4	95	95	3.76	2.96	1:hsa;hsa-mir-4677,243346225,243346246,+	3.7555297210250207	2.9594368372380147
hsa-miR-19a-3p	8	94	92	3.72	2.93	13:hsa;hsa-mir-19a,91350939,91350961,+	3.6369340456242307	2.865980937114709
hsa-miR-6500-3p	4	93	93	3.68	2.9	1:hsa;hsa-mir-6500,51060072,51060092,+	3.676465937424494	2.8971329038224773
hsa-miR-296-3p	8	93	93	3.68	2.9	20:hsa;hsa-mir-296,58817662,58817683,-	3.676465937424494	2.8971329038224773
hsa-miR-6847-5p	4	91	91	3.6	2.83	8:hsa;hsa-mir-6847,144079879,144079901,+	3.597402153823967	2.83482897040694
hsa-miR-1224-3p	4	91	91	3.6	2.83	3:hsa;hsa-mir-1224,184241469,184241489,+	3.597402153823967	2.83482897040694
hsa-miR-7977	4	91	91	3.6	2.83	3:hsa;hsa-mir-7977,176515103,176515120,+	3.597402153823967	2.83482897040694
hsa-miR-548k	5	91	91	3.6	2.83	11:hsa;hsa-mir-548k,70283986,70284007,+	3.597402153823967	2.83482897040694
hsa-miR-6841-5p	7	90	90	3.56	2.8	8:hsa;hsa-mir-6841,24953801,24953822,-	3.557870262023704	2.8036770036991716
hsa-miR-551b-3p	5	90	90	3.56	2.8	3:hsa;hsa-mir-551b,168551914,168551934,+	3.557870262023704	2.8036770036991716
hsa-miR-500a-5p	6	89	70	3.52	2.77	X:hsa;hsa-mir-500a,50008443,50008465,+	2.7672324260184364	2.1806376695438003
hsa-miR-3127-5p	9	89	89	3.52	2.77	2:hsa;hsa-mir-3127,96798288,96798310,+	3.5183383702234403	2.772525036991403
hsa-miR-4485-3p	7	88	88	3.48	2.74	11:hsa;hsa-mir-4485,10508300,10508319,-	3.478806478423177	2.7413730702836343
hsa-miR-653-3p	5	88	88	3.48	2.74	7:hsa;hsa-mir-653,93482810,93482831,-	3.478806478423177	2.7413730702836343
hsa-miR-154-5p	5	87	87	3.44	2.71	14:hsa;hsa-mir-154,101059769,101059790,+	3.439274586622914	2.710221103575866
hsa-miR-490-3p	7	85	85	3.36	2.65	7:hsa;hsa-mir-490,136903242,136903263,+	3.360210803022387	2.6479171701603286
hsa-miR-3912-3p	6	85	85	3.36	2.65	5:hsa;hsa-mir-3912,171386718,171386738,-	3.360210803022387	2.6479171701603286
hsa-miR-4488	1	84	84	3.32	2.62	11:hsa;hsa-mir-4488,61508599,61508616,+	3.3206789112221236	2.61676520345256
hsa-miR-7151-3p	5	84	84	3.32	2.62	10:hsa;hsa-mir-7151,67403390,67403410,-	3.3206789112221236	2.61676520345256
hsa-miR-6734-5p	6	84	84	3.32	2.62	1:hsa;hsa-mir-6734,43364653,43364675,-	3.3206789112221236	2.61676520345256
hsa-miR-5196-3p	4	84	84	3.32	2.62	19:hsa;hsa-mir-5196,35345581,35345601,+	3.3206789112221236	2.61676520345256
hsa-miR-362-3p	3	83	83	3.28	2.59	X:hsa;hsa-mir-362,50009005,50009026,+	3.2811470194218604	2.5856132367447917
hsa-miR-6507-5p	6	83	83	3.28	2.59	10:hsa;hsa-mir-6507,98924504,98924524,-	3.2811470194218604	2.5856132367447917
hsa-miR-744-3p	6	82	82	3.24	2.55	17:hsa;hsa-mir-744,12081966,12081987,+	3.2416151276215968	2.554461270037023
hsa-miR-217-5p	6	82	82	3.24	2.55	2:hsa;hsa-mir-217,55983001,55983023,-	3.2416151276215968	2.554461270037023
hsa-miR-1185-5p	3	81	40.5	3.2	2.52	14:hsa;hsa-mir-1185-2,101044212,101044232,+	1.6010416179106668	1.2616546516646272
hsa-miR-1185-5p	3	81	40.5	3.2	2.52	14:hsa;hsa-mir-1185-1,101042991,101043011,+	1.6010416179106668	1.2616546516646272
hsa-miR-548ab	5	79	71	3.12	2.46	3:hsa;hsa-mir-548ab,103524043,103524064,-	2.8067643178186996	2.2117896362515688
hsa-miR-664b-5p	7	79	79	3.12	2.46	X:hsa;hsa-mir-664b,154768596,154768619,+	3.123019452220807	2.461005369913717
hsa-miR-452-5p	4	78	78	3.08	2.43	X:hsa;hsa-mir-452,151959641,151959662,-	3.083487560420543	2.4298534032059487
hsa-miR-5010-5p	6	77	77	3.04	2.4	17:hsa;hsa-mir-5010,42514208,42514229,+	3.04395566862028	2.3987014364981802
hsa-miR-296-5p	5	77	77	3.04	2.4	20:hsa;hsa-mir-296,58817628,58817648,-	3.04395566862028	2.3987014364981802
hsa-miR-216b-5p	5	76	76	3	2.37	2:hsa;hsa-mir-216b,56000724,56000745,-	3.004423776820017	2.3675494697904114
hsa-miR-4433b-5p	7	76	76	3	2.37	2:hsa;hsa-mir-4433b,64340766,64340786,-	3.004423776820017	2.3675494697904114
hsa-miR-3120-3p	7	76	76	3	2.37	1:hsa;hsa-mir-3120,172138858,172138878,+	3.004423776820017	2.3675494697904114
hsa-miR-450a-2-3p	3	75	75	2.96	2.34	X:hsa;hsa-mir-450a-2,134540565,134540586,-	2.964891885019753	2.336397503082643
hsa-miR-215-5p	5	73	72.5	2.89	2.27	1:hsa;hsa-mir-215,220117879,220117899,-	2.866062155519095	2.2585175863132214
hsa-miR-651-5p	7	72	72	2.85	2.24	X:hsa;hsa-mir-651,8126980,8127001,+	2.8462962096189632	2.242941602959337
hsa-miR-889-5p	6	72	72	2.85	2.24	14:hsa;hsa-mir-889,101047911,101047932,+	2.8462962096189632	2.242941602959337
hsa-miR-103a-2-5p	5	72	72	2.85	2.24	20:hsa;hsa-mir-103a-2,3917504,3917526,+	2.8462962096189632	2.242941602959337
hsa-miR-429	4	71	71	2.81	2.21	1:hsa;hsa-mir-429,1169055,1169076,+	2.8067643178186996	2.2117896362515688
hsa-miR-7706	5	71	71	2.81	2.21	15:hsa;hsa-mir-7706,85380639,85380662,+	2.8067643178186996	2.2117896362515688
hsa-miR-616-5p	4	70	70	2.77	2.18	12:hsa;hsa-mir-616,57519178,57519199,-	2.7672324260184364	2.1806376695438003
hsa-miR-6718-5p	4	70	70	2.77	2.18	18:hsa;hsa-mir-6718,3885363,3885383,+	2.7672324260184364	2.1806376695438003
hsa-miR-1180-5p	4	70	70	2.77	2.18	17:hsa;hsa-mir-1180,19344512,19344532,-	2.7672324260184364	2.1806376695438003
hsa-miR-3151-5p	5	70	70	2.77	2.18	8:hsa;hsa-mir-3151,103154623,103154643,+	2.7672324260184364	2.1806376695438003
hsa-miR-1228-3p	6	68	68	2.69	2.12	12:hsa;hsa-mir-1228,57194555,57194574,+	2.6881686424179096	2.118333736128263
hsa-miR-1231	4	68	68	2.69	2.12	1:hsa;hsa-mir-1231,201808615,201808634,+	2.6881686424179096	2.118333736128263
hsa-miR-210-3p	5	67	67	2.65	2.09	11:hsa;hsa-mir-210,568154,568175,-	2.648636750617646	2.0871817694204946
hsa-miR-4999-5p	4	66	66	2.61	2.06	19:hsa;hsa-mir-4999,8389310,8389330,-	2.609104858817383	2.0560298027127257
hsa-miR-6761-3p	3	66	66	2.61	2.06	12:hsa;hsa-mir-6761,111799882,111799903,+	2.609104858817383	2.0560298027127257
hsa-miR-301a-3p	6	66	66	2.61	2.06	17:hsa;hsa-mir-301a,59151186,59151208,-	2.609104858817383	2.0560298027127257
hsa-miR-23a-5p	4	66	66	2.61	2.06	19:hsa;hsa-mir-23a,13836595,13836616,-	2.609104858817383	2.0560298027127257
hsa-miR-3059-3p	5	65	65	2.57	2.02	12:hsa;hsa-mir-3059,86745117,86745138,-	2.5695729670171197	2.0248778360049573
hsa-miR-3617-5p	4	64	64	2.53	1.99	20:hsa;hsa-mir-3617,45705111,45705132,-	2.530041075216856	1.9937258692971886
hsa-miR-6514-5p	3	63	63	2.49	1.96	11:hsa;hsa-mir-6514,62792702,62792724,-	2.490509183416593	1.9625739025894202
hsa-miR-5680	4	62	62	2.45	1.93	8:hsa;hsa-mir-5680,102125483,102125504,+	2.4509772916163293	1.9314219358816516
hsa-miR-550a-3p	2	61	20.33	2.41	1.9	7:hsa;hsa-mir-550a-3,29680793,29680814,-	0.8038151332720221	0.633423323057961
hsa-miR-9903	6	61	61	2.41	1.9	8:hsa;hsa-mir-9903,98393695,98393716,-	2.411445399816066	1.900269969173883
hsa-miR-378c	4	61	31	2.41	1.9	10:hsa;hsa-mir-378c,130962598,130962622,-	1.2254886458081646	0.9657109679408258
hsa-miR-197-5p	2	61	61	2.41	1.9	1:hsa;hsa-mir-197,109598901,109598923,+	2.411445399816066	1.900269969173883
hsa-miR-550a-3p	2	61	20.33	2.41	1.9	7:hsa;hsa-mir-550a-2,32733041,32733062,+	0.8038151332720221	0.633423323057961
hsa-miR-1912-5p	2	61	61	2.41	1.9	X:hsa;hsa-mir-1912,114651556,114651577,+	2.411445399816066	1.900269969173883
hsa-miR-550a-3p	2	61	20.33	2.41	1.9	7:hsa;hsa-mir-550a-1,30289854,30289875,+	0.8038151332720221	0.633423323057961
hsa-miR-6794-5p	2	60	60	2.37	1.87	19:hsa;hsa-mir-6794,12852265,12852284,+	2.3719135080158025	1.8691180024661145
hsa-miR-6883-3p	6	59	59	2.33	1.84	17:hsa;hsa-mir-6883,8145050,8145071,-	2.3323816162155393	1.8379660357583458
hsa-miR-489-3p	4	59	59	2.33	1.84	7:hsa;hsa-mir-489,93483987,93484008,-	2.3323816162155393	1.8379660357583458
hsa-miR-491-3p	4	58	58	2.29	1.81	9:hsa;hsa-mir-491,20716154,20716175,+	2.2928497244152757	1.8068140690505772
hsa-miR-1323	2	58	58	2.29	1.81	19:hsa;hsa-mir-1323,53671978,53671999,+	2.2928497244152757	1.8068140690505772
hsa-miR-5004-3p	1	58	58	2.29	1.81	6:hsa;hsa-mir-5004,33438397,33438418,+	2.2928497244152757	1.8068140690505772
hsa-miR-3529-5p	2	58	58	2.29	1.81	15:hsa;hsa-mir-3529,88611856,88611877,-	2.2928497244152757	1.8068140690505772
hsa-miR-519a-5p	3	56	56	2.21	1.74	19:hsa;hsa-mir-519a-1,53752411,53752432,+	2.213785940814749	1.74451013563504
hsa-miR-7705	3	56	56	2.21	1.74	8:hsa;hsa-mir-7705,100702968,100702990,-	2.213785940814749	1.74451013563504
hsa-miR-663b	4	56	56	2.21	1.74	2:hsa;hsa-mir-663b,132257055,132257076,-	2.213785940814749	1.74451013563504
hsa-miR-6788-3p	4	55	55	2.17	1.71	18:hsa;hsa-mir-6788,10759628,10759649,-	2.1742540490144857	1.7133581689272714
hsa-miR-194-3p	6	55	55	2.17	1.71	11:hsa;hsa-mir-194-2,64891405,64891426,-	2.1742540490144857	1.7133581689272714
hsa-miR-516a-5p	6	55	27.5	2.17	1.71	19:hsa;hsa-mir-516a-2,53761148,53761170,+	1.0871270245072429	0.8566790844636357
hsa-miR-516a-5p	6	55	27.5	2.17	1.71	19:hsa;hsa-mir-516a-1,53756756,53756778,+	1.0871270245072429	0.8566790844636357
hsa-miR-5187-5p	4	55	55	2.17	1.71	1:hsa;hsa-mir-5187,161227195,161227216,+	2.1742540490144857	1.7133581689272714
hsa-miR-4525	3	54	54	2.13	1.68	17:hsa;hsa-mir-4525,82668239,82668259,-	2.1347221572142225	1.682206202219503
hsa-miR-556-5p	4	54	54	2.13	1.68	1:hsa;hsa-mir-556,162342561,162342582,+	2.1347221572142225	1.682206202219503
hsa-miR-1278	3	53	53	2.1	1.65	1:hsa;hsa-mir-1278,193136552,193136573,+	2.095190265413959	1.6510542355117344
hsa-miR-877-3p	3	53	53	2.1	1.65	6:hsa;hsa-mir-877,30584397,30584417,+	2.095190265413959	1.6510542355117344
hsa-miR-1912-3p	6	53	53	2.1	1.65	X:hsa;hsa-mir-1912,114651589,114651610,+	2.095190265413959	1.6510542355117344
hsa-miR-509-3p	4	52	13	2.06	1.62	X:hsa;hsa-mir-509-2,147258814,147258835,-	0.5139145934034239	0.4049755672009914
hsa-miR-509-3p	4	52	13	2.06	1.62	X:hsa;hsa-mir-509-3,147259695,147259716,-	0.5139145934034239	0.4049755672009914
hsa-miR-509-3p	4	52	13	2.06	1.62	X:hsa;hsa-mir-509-2,147260589,147260610,-	0.5139145934034239	0.4049755672009914
hsa-miR-187-3p	7	52	52	2.06	1.62	18:hsa;hsa-mir-187,35904888,35904909,-	2.0556583736136957	1.6199022688039657
hsa-miR-6881-3p	2	52	52	2.06	1.62	15:hsa;hsa-mir-6881,74411407,74411428,-	2.0556583736136957	1.6199022688039657
hsa-miR-506-3p	2	52	52	2.06	1.62	X:hsa;hsa-mir-506,147230790,147230810,-	2.0556583736136957	1.6199022688039657
hsa-miR-509-3p	4	52	13	2.06	1.62	X:hsa;hsa-mir-509-1,147260586,147260607,-	0.5139145934034239	0.4049755672009914
hsa-miR-627-3p	2	51	51	2.02	1.59	15:hsa;hsa-mir-627,42199624,42199643,-	2.016126481813432	1.5887503020961973
hsa-miR-4743-5p	4	51	51	2.02	1.59	18:hsa;hsa-mir-4743,48670602,48670624,+	2.016126481813432	1.5887503020961973
hsa-miR-92a-1-5p	5	51	51	2.02	1.59	13:hsa;hsa-mir-92a-1,91351324,91351346,+	2.016126481813432	1.5887503020961973
hsa-miR-6747-3p	3	51	51	2.02	1.59	11:hsa;hsa-mir-6747,62567051,62567071,-	2.016126481813432	1.5887503020961973
hsa-miR-4324	12	51	25	2.02	1.59	19:hsa;hsa-mir-4324,49308839,49308858,-	0.9882972950065846	0.7787991676942144
hsa-miR-4467	5	50	50	1.98	1.56	7:hsa;hsa-mir-4467,102471472,102471493,+	1.976594590013169	1.5575983353884286
hsa-miR-4685-3p	3	49	49	1.94	1.53	10:hsa;hsa-mir-4685,98431339,98431360,-	1.9370626982129056	1.5264463686806602
hsa-miR-218-1-3p	3	48	48	1.9	1.5	4:hsa;hsa-mir-218-1,20528342,20528363,+	1.8975308064126422	1.4952944019728915
hsa-miR-1287-5p	6	48	48	1.9	1.5	10:hsa;hsa-mir-1287,98395233,98395254,-	1.8975308064126422	1.4952944019728915
hsa-miR-6130	13	48	41.33	1.9	1.5	21:hsa;hsa-mir-6130,23079354,23079372,+	1.6339848610775534	1.2876146239211013
hsa-let-7f-2-3p	3	48	47.33	1.9	1.5	X:hsa;hsa-let-7f-2,53557249,53557270,-	1.8711762118791333	1.4745264241677125
hsa-miR-597-3p	2	48	48	1.9	1.5	8:hsa;hsa-mir-597,9741729,9741751,+	1.8975308064126422	1.4952944019728915
hsa-miR-888-5p	2	48	48	1.9	1.5	X:hsa;hsa-mir-888,145994794,145994814,-	1.8975308064126422	1.4952944019728915
hsa-miR-2682-3p	2	48	48	1.9	1.5	1:hsa;hsa-mir-2682,98045301,98045322,-	1.8975308064126422	1.4952944019728915
hsa-miR-660-3p	4	47	47	1.86	1.46	X:hsa;hsa-mir-660,50013292,50013312,+	1.8579989146123788	1.4641424352651229
hsa-miR-1295a	4	47	47	1.86	1.46	1:hsa;hsa-mir-1295a,171101776,171101796,-	1.8579989146123788	1.4641424352651229
hsa-miR-1294	3	47	47	1.86	1.46	5:hsa;hsa-mir-1294,154347153,154347174,+	1.8579989146123788	1.4641424352651229
hsa-miR-6885-3p	5	47	47	1.86	1.46	19:hsa;hsa-mir-6885,6389683,6389703,-	1.8579989146123788	1.4641424352651229
hsa-miR-3679-5p	2	47	47	1.86	1.46	2:hsa;hsa-mir-3679,134127130,134127152,+	1.8579989146123788	1.4641424352651229
hsa-miR-3660	6	47	47	1.86	1.46	5:hsa;hsa-mir-3660,90016680,90016700,-	1.8579989146123788	1.4641424352651229
hsa-miR-10399-3p	3	46	46	1.82	1.43	7:hsa;hsa-mir-10399,139044137,139044157,-	1.8184670228121154	1.4329904685573545
hsa-miR-6855-3p	5	46	46	1.82	1.43	9:hsa;hsa-mir-6855,129869650,129869671,+	1.8184670228121154	1.4329904685573545
hsa-miR-6882-5p	2	46	46	1.82	1.43	15:hsa;hsa-mir-6882,74840647,74840668,-	1.8184670228121154	1.4329904685573545
hsa-miR-1284	4	46	46	1.82	1.43	3:hsa;hsa-mir-1284,71541999,71542020,-	1.8184670228121154	1.4329904685573545
hsa-miR-548l	1	45	45	1.78	1.4	11:hsa;hsa-mir-548l,94466509,94466530,-	1.778935131011852	1.4018385018495858
hsa-miR-1185-1-3p	3	45	45	1.78	1.4	14:hsa;hsa-mir-1185-1,101043029,101043050,+	1.778935131011852	1.4018385018495858
hsa-miR-365b-5p	4	45	45	1.78	1.4	17:hsa;hsa-mir-365b,31575439,31575460,+	1.778935131011852	1.4018385018495858
hsa-miR-656-5p	3	45	45	1.78	1.4	14:hsa;hsa-mir-656,101066731,101066751,+	1.778935131011852	1.4018385018495858
hsa-miR-1243	7	44	44	1.74	1.37	4:hsa;hsa-mir-1243,113106867,113106888,+	1.7394032392115886	1.3706865351418172
hsa-miR-337-5p	4	44	44	1.74	1.37	14:hsa;hsa-mir-337,100874515,100874535,+	1.7394032392115886	1.3706865351418172
hsa-miR-1269b	3	44	44	1.74	1.37	17:hsa;hsa-mir-1269b,12917276,12917297,-	1.7394032392115886	1.3706865351418172
hsa-miR-4723-5p	4	44	44	1.74	1.37	17:hsa;hsa-mir-4723,28360660,28360683,+	1.7394032392115886	1.3706865351418172
hsa-miR-887-5p	4	44	44	1.74	1.37	5:hsa;hsa-mir-887,15935191,15935211,+	1.7394032392115886	1.3706865351418172
hsa-miR-6508-3p	3	44	44	1.74	1.37	21:hsa;hsa-mir-6508,39447046,39447067,+	1.7394032392115886	1.3706865351418172
hsa-miR-190b-5p	2	43	43	1.7	1.34	1:hsa;hsa-mir-190b,154193675,154193696,-	1.6998713474113252	1.3395345684340487
hsa-miR-1267	2	43	43	1.7	1.34	13:hsa;hsa-mir-1267,107531182,107531202,-	1.6998713474113252	1.3395345684340487
hsa-miR-6509-5p	3	43	43	1.7	1.34	7:hsa;hsa-mir-6509,135207008,135207028,-	1.6998713474113252	1.3395345684340487
hsa-miR-6721-5p	4	43	43	1.7	1.34	6:hsa;hsa-mir-6721,32170040,32170062,-	1.6998713474113252	1.3395345684340487
hsa-miR-101-5p	4	42	42	1.66	1.31	1:hsa;hsa-mir-101-1,65058444,65058465,-	1.6603394556110618	1.30838260172628
hsa-miR-3913-5p	4	42	21	1.66	1.31	12:hsa;hsa-mir-3913-2,69584744,69584765,+	0.8301697278055309	0.65419130086314
hsa-miR-211-5p	6	42	39.5	1.66	1.31	15:hsa;hsa-mir-211,31065057,31065078,-	1.5615097261104034	1.2305026849568586
hsa-miR-3913-5p	4	42	21	1.66	1.31	12:hsa;hsa-mir-3913-1,69584744,69584765,-	0.8301697278055309	0.65419130086314
hsa-miR-1252-5p	2	41	41	1.62	1.28	12:hsa;hsa-mir-1252,79419261,79419282,+	1.6208075638107984	1.2772306350185114
hsa-miR-548j-5p	2	41	41	1.62	1.28	22:hsa;hsa-mir-548j,26555240,26555261,-	1.6208075638107984	1.2772306350185114
hsa-miR-200b-5p	3	40	40	1.58	1.25	1:hsa;hsa-mir-200b,1167124,1167145,+	1.581275672010535	1.246078668310743
hsa-miR-549a-3p	5	40	40	1.58	1.25	15:hsa;hsa-mir-549a,80842038,80842058,-	1.581275672010535	1.246078668310743
hsa-miR-516b-5p	3	40	20	1.58	1.25	19:hsa;hsa-mir-516b-1,53736860,53736881,+	0.7906378360052675	0.6230393341553715
hsa-miR-516b-5p	3	40	20	1.58	1.25	19:hsa;hsa-mir-516b-2,53725457,53725478,+	0.7906378360052675	0.6230393341553715
hsa-miR-4798-5p	5	39	39	1.54	1.21	4:hsa;hsa-mir-4798,7310459,7310480,+	1.5417437802102716	1.2149267016029743
hsa-miR-6516-3p	3	39	39	1.54	1.21	17:hsa;hsa-mir-6516,77089469,77089490,+	1.5417437802102716	1.2149267016029743
hsa-miR-6720-3p	1	39	39	1.54	1.21	6:hsa;hsa-mir-6720,1390380,1390401,-	1.5417437802102716	1.2149267016029743
hsa-let-7a-2-3p	2	39	38.5	1.54	1.21	11:hsa;hsa-let-7a-2,122146571,122146592,-	1.52197783431014	1.1993507182490901
hsa-miR-30d-3p	9	39	38.5	1.54	1.21	8:hsa;hsa-mir-30d,134804921,134804942,-	1.52197783431014	1.1993507182490901
hsa-miR-4485-5p	4	38	38	1.5	1.18	11:hsa;hsa-mir-4485,10508276,10508291,-	1.5022118884100084	1.1837747348952057
hsa-miR-500b-5p	2	38	19	1.5	1.18	X:hsa;hsa-mir-500b,50010682,50010699,+	0.7511059442050042	0.5918873674476028
