name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	181023-190319_Brain_S29 (mult. map. adj.)	PM181023-190319_Brain_S29(lib)	181023-190319_Brain_S29 (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	181023-190319_Brain_S29 (total)
hsa-miR-4705	4	108	108	4.15	3.18	13:hsa;hsa-mir-4705,102045943,102045964,-	4.153094922868375	3.1790614297987734
hsa-miR-3117-3p	4	107	107	4.11	3.15	1:hsa;hsa-mir-3117,66628485,66628505,+	4.114640340249223	3.149625675819155
hsa-miR-362-3p	2	106	106	4.08	3.12	X:hsa;hsa-mir-362,50009005,50009026,+	4.076185757630072	3.120189921839537
hsa-miR-24-2-5p	6	106	106	4.08	3.12	19:hsa;hsa-mir-24-2,13836299,13836320,-	4.076185757630072	3.120189921839537
hsa-miR-4999-5p	3	105	105	4.04	3.09	19:hsa;hsa-mir-4999,8389310,8389330,-	4.03773117501092	3.090754167859919
hsa-miR-6508-3p	5	105	105	4.04	3.09	21:hsa;hsa-mir-6508,39447046,39447067,+	4.03773117501092	3.090754167859919
hsa-miR-3124-5p	4	104	104	4	3.06	1:hsa;hsa-mir-3124,248826383,248826403,+	3.9992765923917686	3.0613184138803002
hsa-miR-6755-5p	4	103	103	3.96	3.03	11:hsa;hsa-mir-6755,86278338,86278359,+	3.9608220097726172	3.031882659900682
hsa-miR-19a-3p	8	103	102.33	3.96	3.03	13:hsa;hsa-mir-19a,91350939,91350961,+	3.935185621359849	3.01225882391427
hsa-miR-887-5p	3	102	102	3.92	3	5:hsa;hsa-mir-887,15935191,15935211,+	3.9223674271534654	3.002446905921064
hsa-miR-4501	3	98	98	3.77	2.88	13:hsa;hsa-mir-4501,96427229,96427249,+	3.768549096676859	2.8847038900025908
hsa-miR-6803-3p	7	98	98	3.77	2.88	19:hsa;hsa-mir-6803,55245229,55245250,-	3.768549096676859	2.8847038900025908
hsa-miR-616-3p	4	97	97	3.73	2.86	12:hsa;hsa-mir-616,57519218,57519239,-	3.7300945140577073	2.8552681360229726
hsa-miR-2116-5p	2	97	97	3.73	2.86	15:hsa;hsa-mir-2116,59171196,59171216,-	3.7300945140577073	2.8552681360229726
hsa-miR-23c	29	95	68	3.65	2.8	X:hsa;hsa-mir-23c,20017153,20017174,-	2.6149116181023104	2.0016312706140424
hsa-miR-3177-3p	5	94	94	3.61	2.77	16:hsa;hsa-mir-3177,1735038,1735058,+	3.6147307662002524	2.7669608740841176
hsa-miR-6734-5p	4	94	94	3.61	2.77	1:hsa;hsa-mir-6734,43364653,43364675,-	3.6147307662002524	2.7669608740841176
hsa-miR-378a-5p	8	94	94	3.61	2.77	5:hsa;hsa-mir-378a,149732829,149732850,+	3.6147307662002524	2.7669608740841176
hsa-miR-3074-5p	4	93	93	3.58	2.74	9:hsa;hsa-mir-3074,95086025,95086045,-	3.576276183581101	2.7375251201044994
hsa-miR-3085-3p	6	92	92	3.54	2.71	10:hsa;hsa-mir-3085,97875866,97875886,-	3.537821600961949	2.7080893661248813
hsa-miR-6507-5p	2	92	92	3.54	2.71	10:hsa;hsa-mir-6507,98924504,98924524,-	3.537821600961949	2.7080893661248813
hsa-miR-516b-5p	3	92	92	3.54	2.71	19:hsa;hsa-mir-516b-1,53736860,53736881,+	3.537821600961949	2.7080893661248813
hsa-miR-17-3p	2	92	92	3.54	2.71	13:hsa;hsa-mir-17,91350655,91350676,+	3.537821600961949	2.7080893661248813
hsa-miR-483-5p	2	91	91	3.5	2.68	11:hsa;hsa-mir-483,2134141,2134162,-	3.4993670183427974	2.6786536121452627
hsa-miR-4797-3p	3	91	91	3.5	2.68	3:hsa;hsa-mir-4797,197293918,197293938,-	3.4993670183427974	2.6786536121452627
hsa-miR-143-5p	2	89	89	3.42	2.62	5:hsa;hsa-mir-143,149428944,149428965,+	3.4224578531044942	2.6197821041860263
hsa-miR-6881-3p	12	88	88	3.38	2.59	15:hsa;hsa-mir-6881,74411407,74411428,-	3.384003270485343	2.590346350206408
hsa-miR-4742-5p	5	87	87	3.35	2.56	1:hsa;hsa-mir-4742,224398227,224398249,-	3.345548687866191	2.56091059622679
hsa-miR-33a-5p	3	86	86	3.31	2.53	22:hsa;hsa-mir-33a,41900949,41900969,+	3.3070941052470393	2.5314748422471713
hsa-miR-410-5p	5	86	86	3.31	2.53	14:hsa;hsa-mir-410,101065925,101065945,+	3.3070941052470393	2.5314748422471713
hsa-miR-6514-5p	1	84	84	3.23	2.47	11:hsa;hsa-mir-6514,62792702,62792724,-	3.230184940008736	2.472603334287935
hsa-miR-34b-5p	3	84	84	3.23	2.47	11:hsa;hsa-mir-34b,111512950,111512972,+	3.230184940008736	2.472603334287935
hsa-miR-500b-3p	4	84	81.5	3.23	2.47	X:hsa;hsa-mir-500b,50010722,50010741,+	3.134048483460857	2.3990139493388893
hsa-miR-181b-2-3p	3	83	83	3.19	2.44	9:hsa;hsa-mir-181b-2,124693763,124693782,+	3.1917303573895848	2.443167580308317
hsa-miR-30d-3p	9	83	82	3.19	2.44	8:hsa;hsa-mir-30d,134804921,134804942,-	3.153275774770433	2.413731826328698
hsa-miR-551b-5p	4	83	83	3.19	2.44	3:hsa;hsa-mir-551b,168551875,168551896,+	3.1917303573895848	2.443167580308317
hsa-miR-21-3p	3	82	82	3.15	2.41	17:hsa;hsa-mir-21,59841311,59841331,+	3.153275774770433	2.413731826328698
hsa-miR-548a-3p	3	82	27.33	3.15	2.41	8:hsa;hsa-mir-548a-3,104484429,104484450,-	1.0510919249234776	0.8045772754428995
hsa-miR-548a-3p	3	82	27.33	3.15	2.41	6:hsa;hsa-mir-548a-2,135239220,135239241,+	1.0510919249234776	0.8045772754428995
hsa-miR-548a-3p	3	82	27.33	3.15	2.41	6:hsa;hsa-mir-548a-1,18571844,18571865,+	1.0510919249234776	0.8045772754428995
hsa-miR-320e	8	81	55.12	3.11	2.38	19:hsa;hsa-mir-320e,46709325,46709342,-	2.1198088668807333	1.6226459381264573
hsa-miR-6500-3p	4	80	80	3.08	2.35	1:hsa;hsa-mir-6500,51060072,51060092,+	3.07636660953213	2.354860318369462
hsa-miR-548o-3p	1	80	40	3.08	2.35	7:hsa;hsa-mir-548o,102405828,102405849,-	1.538183304766065	1.177430159184731
hsa-miR-3127-5p	4	80	80	3.08	2.35	2:hsa;hsa-mir-3127,96798288,96798310,+	3.07636660953213	2.354860318369462
hsa-miR-548o-3p	1	80	40	3.08	2.35	20:hsa;hsa-mir-548o-2,38516607,38516628,+	1.538183304766065	1.177430159184731
hsa-miR-4800-3p	2	79	79	3.04	2.33	4:hsa;hsa-mir-4800,2250124,2250142,-	3.037912026912978	2.3254245643898437
hsa-miR-889-5p	4	79	79	3.04	2.33	14:hsa;hsa-mir-889,101047911,101047932,+	3.037912026912978	2.3254245643898437
hsa-miR-149-3p	2	79	79	3.04	2.33	2:hsa;hsa-mir-149,240456056,240456076,+	3.037912026912978	2.3254245643898437
hsa-miR-4677-3p	5	78	78	3	2.3	1:hsa;hsa-mir-4677,243346225,243346246,+	2.9994574442938267	2.2959888104102255
hsa-miR-6818-3p	5	78	78	3	2.3	22:hsa;hsa-mir-6818,30007092,30007113,+	2.9994574442938267	2.2959888104102255
hsa-miR-548ah-5p	1	78	78	3	2.3	4:hsa;hsa-mir-548ah,76575561,76575580,+	2.9994574442938267	2.2959888104102255
hsa-miR-10401-3p	4	76	19	2.92	2.24	21:hsa;hsa-mir-10401,8206598,8206618,+	0.7306370697638808	0.5592793256127472
hsa-miR-10401-3p	4	76	19	2.92	2.24	21:hsa;hsa-mir-10401,8389645,8389665,+	0.7306370697638808	0.5592793256127472
hsa-miR-10401-3p	4	76	19	2.92	2.24	21:hsa;hsa-mir-10401,8250807,8250827,+	0.7306370697638808	0.5592793256127472
hsa-miR-12135	1	76	76	2.92	2.24	15:hsa;hsa-mir-12135,73299962,73299979,+	2.922548279055523	2.2371173024509887
hsa-miR-224-3p	2	76	76	2.92	2.24	X:hsa;hsa-mir-224,151958630,151958652,-	2.922548279055523	2.2371173024509887
hsa-miR-10401-3p	4	76	19	2.92	2.24	21:hsa;hsa-mir-10401,8433832,8433852,+	0.7306370697638808	0.5592793256127472
hsa-miR-122-5p	5	74	74	2.85	2.18	18:hsa;hsa-mir-122,58451088,58451109,+	2.84563911381722	2.1782457944917524
hsa-miR-200b-5p	5	74	74	2.85	2.18	1:hsa;hsa-mir-200b,1167124,1167145,+	2.84563911381722	2.1782457944917524
hsa-miR-4742-3p	3	74	74	2.85	2.18	1:hsa;hsa-mir-4742,224398289,224398311,-	2.84563911381722	2.1782457944917524
hsa-miR-6516-5p	2	74	74	2.85	2.18	17:hsa;hsa-mir-6516,77089428,77089449,+	2.84563911381722	2.1782457944917524
hsa-miR-3158-3p	3	73	36.5	2.81	2.15	10:hsa;hsa-mir-3158-2,101601466,101601487,-	1.4035922655990343	1.0744050202560669
hsa-miR-3158-3p	3	73	36.5	2.81	2.15	10:hsa;hsa-mir-3158-1,101601466,101601487,+	1.4035922655990343	1.0744050202560669
hsa-miR-3943	5	73	73	2.81	2.15	7:hsa;hsa-mir-3943,43150917,43150939,+	2.8071845311980685	2.1488100405121338
hsa-miR-624-5p	4	73	73	2.81	2.15	14:hsa;hsa-mir-624,31014661,31014682,-	2.8071845311980685	2.1488100405121338
hsa-miR-550a-3-5p	2	71	23.67	2.73	2.09	7:hsa;hsa-mir-550a-3,29680754,29680773,-	0.9100917886532549	0.6966461775176324
hsa-miR-5002-5p	6	71	71	2.73	2.09	3:hsa;hsa-mir-5002,124132949,124132972,+	2.730275365959765	2.0899385325528974
hsa-miR-487b-5p	5	71	71	2.73	2.09	14:hsa;hsa-mir-487b,101046469,101046490,+	2.730275365959765	2.0899385325528974
hsa-miR-10398-5p	3	70	70	2.69	2.06	6:hsa;hsa-mir-10398,41733554,41733574,-	2.6918207833406136	2.0605027785732792
hsa-miR-766-5p	4	70	70	2.69	2.06	X:hsa;hsa-mir-766,119646766,119646787,-	2.6918207833406136	2.0605027785732792
hsa-miR-1304-5p	1	69	69	2.65	2.03	11:hsa;hsa-mir-1304,93733693,93733714,-	2.653366200721462	2.031067024593661
hsa-miR-196b-5p	4	69	69	2.65	2.03	7:hsa;hsa-mir-196b,27169494,27169515,-	2.653366200721462	2.031067024593661
hsa-miR-653-3p	3	69	69	2.65	2.03	7:hsa;hsa-mir-653,93482810,93482831,-	2.653366200721462	2.031067024593661
hsa-miR-877-3p	1	68	68	2.61	2	6:hsa;hsa-mir-877,30584397,30584417,+	2.6149116181023104	2.0016312706140424
hsa-miR-1185-5p	3	67	33.5	2.58	1.97	14:hsa;hsa-mir-1185-2,101044212,101044232,+	1.2882285177415793	0.9860977583172121
hsa-miR-1295a	2	67	67	2.58	1.97	1:hsa;hsa-mir-1295a,171101776,171101796,-	2.5764570354831586	1.9721955166344243
hsa-miR-1185-5p	3	67	33.5	2.58	1.97	14:hsa;hsa-mir-1185-1,101042991,101043011,+	1.2882285177415793	0.9860977583172121
hsa-miR-450a-1-3p	1	66	66	2.54	1.94	X:hsa;hsa-mir-450a-1,134540393,134540414,-	2.538002452864007	1.942759762654806
hsa-miR-4798-5p	1	66	66	2.54	1.94	4:hsa;hsa-mir-4798,7310459,7310480,+	2.538002452864007	1.942759762654806
hsa-miR-4740-5p	1	66	66	2.54	1.94	17:hsa;hsa-mir-4740,81400720,81400741,-	2.538002452864007	1.942759762654806
hsa-miR-3192-5p	6	66	66	2.54	1.94	20:hsa;hsa-mir-3192,18470624,18470646,+	2.538002452864007	1.942759762654806
hsa-miR-1912-3p	4	66	66	2.54	1.94	X:hsa;hsa-mir-1912,114651589,114651610,+	2.538002452864007	1.942759762654806
hsa-miR-490-3p	5	65	65	2.5	1.91	7:hsa;hsa-mir-490,136903242,136903263,+	2.4995478702448555	1.9133240086751877
hsa-miR-3125	3	65	65	2.5	1.91	2:hsa;hsa-mir-3125,12737376,12737395,+	2.4995478702448555	1.9133240086751877
hsa-miR-664b-3p	5	65	65	2.5	1.91	X:hsa;hsa-mir-664b,154768635,154768656,+	2.4995478702448555	1.9133240086751877
hsa-miR-1275	1	65	65	2.5	1.91	6:hsa;hsa-mir-1275,33999989,34000005,-	2.4995478702448555	1.9133240086751877
hsa-miR-96-5p	4	64	64	2.46	1.88	7:hsa;hsa-mir-96,129774700,129774722,-	2.4610932876257037	1.8838882546955695
hsa-miR-665	1	63	63	2.42	1.85	14:hsa;hsa-mir-665,100875075,100875094,+	2.4226387050065523	1.8544525007159511
hsa-miR-296-3p	2	63	63	2.42	1.85	20:hsa;hsa-mir-296,58817662,58817683,-	2.4226387050065523	1.8544525007159511
hsa-miR-365b-5p	1	62	62	2.38	1.83	17:hsa;hsa-mir-365b,31575439,31575460,+	2.3841841223874005	1.825016746736333
hsa-miR-6726-3p	2	62	62	2.38	1.83	1:hsa;hsa-mir-6726,1296151,1296170,-	2.3841841223874005	1.825016746736333
hsa-miR-30c-1-3p	3	62	62	2.38	1.83	1:hsa;hsa-mir-30c-1,40757339,40757360,+	2.3841841223874005	1.825016746736333
hsa-miR-1323	2	60	60	2.31	1.77	19:hsa;hsa-mir-1323,53671978,53671999,+	2.3072749571490974	1.7661452387770964
hsa-miR-3610	1	60	60	2.31	1.77	8:hsa;hsa-mir-3610,116874769,116874788,-	2.3072749571490974	1.7661452387770964
hsa-miR-376b-3p	3	59	57.67	2.27	1.74	14:hsa;hsa-mir-376b,101040497,101040518,+	2.2175475977044106	1.697461812824654
hsa-miR-6868-3p	4	59	59	2.27	1.74	17:hsa;hsa-mir-6868,76098056,76098076,-	2.2688203745299456	1.7367094847974782
hsa-miR-483-3p	5	58	58	2.23	1.71	11:hsa;hsa-mir-483,2134181,2134201,-	2.230365791910794	1.7072737308178598
hsa-miR-6509-5p	1	58	58	2.23	1.71	7:hsa;hsa-mir-6509,135207008,135207028,-	2.230365791910794	1.7072737308178598
hsa-miR-6513-3p	3	58	58	2.23	1.71	2:hsa;hsa-mir-6513,218280166,218280186,-	2.230365791910794	1.7072737308178598
hsa-miR-548at-5p	1	57	57	2.19	1.68	17:hsa;hsa-mir-548at,42494773,42494794,+	2.1919112092916424	1.6778379768382417
hsa-miR-4638-5p	2	57	57	2.19	1.68	5:hsa;hsa-mir-4638,181222567,181222587,-	2.1919112092916424	1.6778379768382417
hsa-miR-10396b-3p	3	56	56	2.15	1.65	21:hsa;hsa-mir-10396b,8436353,8436374,+	2.1534566266724906	1.6484022228586233
hsa-miR-3199	3	56	28	2.15	1.65	22:hsa;hsa-mir-3199-1,27920534,27920556,-	1.0767283133362453	0.8242011114293116
hsa-miR-605-5p	3	56	56	2.15	1.65	10:hsa;hsa-mir-605,51299588,51299610,+	2.1534566266724906	1.6484022228586233
hsa-miR-3199	3	56	28	2.15	1.65	22:hsa;hsa-mir-3199-2,27920535,27920557,+	1.0767283133362453	0.8242011114293116
hsa-miR-659-3p	3	55	55	2.12	1.62	22:hsa;hsa-mir-659,37847738,37847759,-	2.1150020440533392	1.618966468879005
hsa-miR-302a-5p	3	55	55	2.12	1.62	4:hsa;hsa-mir-302a,112648188,112648210,-	2.1150020440533392	1.618966468879005
hsa-miR-381-5p	1	55	55	2.12	1.62	14:hsa;hsa-mir-381,101045927,101045948,+	2.1150020440533392	1.618966468879005
hsa-miR-4666b	3	55	55	2.12	1.62	X:hsa;hsa-mir-4666b,29574286,29574308,+	2.1150020440533392	1.618966468879005
hsa-miR-3149	3	55	55	2.12	1.62	8:hsa;hsa-mir-3149,76966818,76966840,-	2.1150020440533392	1.618966468879005
hsa-miR-6798-3p	2	54	54	2.08	1.59	19:hsa;hsa-mir-6798,49009952,49009972,+	2.0765474614341874	1.5895307148993867
hsa-miR-135a-3p	3	54	54	2.08	1.59	3:hsa;hsa-mir-135a-1,52294274,52294295,-	2.0765474614341874	1.5895307148993867
hsa-miR-552-5p	3	54	54	2.08	1.59	1:hsa;hsa-mir-552,34669623,34669643,-	2.0765474614341874	1.5895307148993867
hsa-miR-532-3p	3	53	53	2.04	1.56	X:hsa;hsa-mir-532,50003204,50003225,+	2.038092878815036	1.5600949609197685
hsa-miR-6763-5p	1	52	52	2	1.53	12:hsa;hsa-mir-6763,132582002,132582020,+	1.9996382961958843	1.5306592069401501
hsa-let-7f-2-3p	4	52	52	2	1.53	X:hsa;hsa-let-7f-2,53557249,53557270,-	1.9996382961958843	1.5306592069401501
hsa-miR-6841-5p	1	52	52	2	1.53	8:hsa;hsa-mir-6841,24953801,24953822,-	1.9996382961958843	1.5306592069401501
hsa-miR-9901	1	51	51	1.96	1.5	16:hsa;hsa-mir-9901,34163601,34163621,+	1.9611837135767327	1.501223452960532
hsa-miR-6862-5p	4	50	12.5	1.92	1.47	16:hsa;hsa-mir-6862-2,28724257,28724278,+	0.4806822827393953	0.3679469247452284
hsa-miR-6843-3p	3	50	50	1.92	1.47	8:hsa;hsa-mir-6843,27610731,27610751,-	1.9227291309575811	1.4717876989809136
hsa-miR-1909-3p	1	50	50	1.92	1.47	19:hsa;hsa-mir-1909,1816207,1816228,-	1.9227291309575811	1.4717876989809136
hsa-miR-6862-5p	4	50	12.5	1.92	1.47	16:hsa;hsa-mir-6862-2,28390987,28391008,-	0.4806822827393953	0.3679469247452284
hsa-miR-6862-5p	4	50	12.5	1.92	1.47	16:hsa;hsa-mir-6862-1,28724257,28724278,+	0.4806822827393953	0.3679469247452284
hsa-miR-6862-5p	4	50	12.5	1.92	1.47	16:hsa;hsa-mir-6862-1,28390987,28391008,-	0.4806822827393953	0.3679469247452284
hsa-miR-1276	1	50	50	1.92	1.47	15:hsa;hsa-mir-1276,85770507,85770526,-	1.9227291309575811	1.4717876989809136
hsa-miR-663b	1	49	49	1.88	1.44	2:hsa;hsa-mir-663b,132257055,132257076,-	1.8842745483384296	1.4423519450012954
hsa-miR-6826-5p	1	49	49	1.88	1.44	3:hsa;hsa-mir-6826,129272151,129272173,+	1.8842745483384296	1.4423519450012954
hsa-miR-3173-3p	1	49	49	1.88	1.44	14:hsa;hsa-mir-3173,95137961,95137982,-	1.8842745483384296	1.4423519450012954
hsa-miR-7151-3p	2	48	48	1.85	1.41	10:hsa;hsa-mir-7151,67403390,67403410,-	1.8458199657192778	1.4129161910216772
hsa-miR-1273c	6	47	47	1.81	1.38	6:hsa;hsa-mir-1273c,154853369,154853390,+	1.8073653831001262	1.3834804370420588
hsa-miR-4440	2	47	47	1.81	1.38	2:hsa;hsa-mir-4440,239068881,239068902,-	1.8073653831001262	1.3834804370420588
hsa-miR-6865-5p	3	47	47	1.81	1.38	17:hsa;hsa-mir-6865,4970091,4970113,-	1.8073653831001262	1.3834804370420588
hsa-miR-205-5p	3	46	46	1.77	1.35	1:hsa;hsa-mir-205,209432166,209432187,+	1.7689108004809746	1.3540446830624406
hsa-miR-548j-5p	1	46	46	1.77	1.35	22:hsa;hsa-mir-548j,26555240,26555261,-	1.7689108004809746	1.3540446830624406
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-2,16300210,16300231,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-2,18411945,18411966,-	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-1,18411945,18411966,-	0.10815351361636394	0.08278805806767639
hsa-miR-4796-5p	4	45	45	1.73	1.32	3:hsa;hsa-mir-4796,114743453,114743474,-	1.730456217861823	1.3246089290828222
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-3,18494544,18494565,-	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-3,14901559,14901580,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-1,14901559,14901580,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-3,16300210,16300231,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-4,16300210,16300231,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-3,18411945,18411966,-	0.10815351361636394	0.08278805806767639
hsa-miR-5002-3p	1	45	45	1.73	1.32	3:hsa;hsa-mir-5002,124132988,124133008,+	1.730456217861823	1.3246089290828222
hsa-miR-4504	2	45	45	1.73	1.32	14:hsa;hsa-mir-4504,50299909,50299930,-	1.730456217861823	1.3246089290828222
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-4,18494544,18494565,-	0.10815351361636394	0.08278805806767639
hsa-miR-2681-3p	3	45	45	1.73	1.32	13:hsa;hsa-mir-2681,101967702,101967723,-	1.730456217861823	1.3246089290828222
hsa-miR-548q	3	45	45	1.73	1.32	10:hsa;hsa-mir-548q,12725261,12725282,-	1.730456217861823	1.3246089290828222
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-1,16300210,16300231,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-2,14901559,14901580,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-1,18494544,18494565,-	0.10815351361636394	0.08278805806767639
hsa-miR-6882-5p	5	45	45	1.73	1.32	15:hsa;hsa-mir-6882,74840647,74840668,-	1.730456217861823	1.3246089290828222
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-4,14901559,14901580,+	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-2,18494544,18494565,-	0.10815351361636394	0.08278805806767639
hsa-miR-3179	1	45	2.81	1.73	1.32	16:hsa;hsa-mir-3179-4,18411945,18411966,-	0.10815351361636394	0.08278805806767639
hsa-miR-2276-3p	3	44	44	1.69	1.3	13:hsa;hsa-mir-2276,24162469,24162490,+	1.6920016352426714	1.295173175103204
hsa-miR-137-5p	1	44	44	1.69	1.3	1:hsa;hsa-mir-137,98046092,98046114,-	1.6920016352426714	1.295173175103204
hsa-miR-2116-3p	2	44	44	1.69	1.3	15:hsa;hsa-mir-2116,59171233,59171253,-	1.6920016352426714	1.295173175103204
hsa-miR-7854-3p	2	44	44	1.69	1.3	16:hsa;hsa-mir-7854,81533942,81533962,+	1.6920016352426714	1.295173175103204
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-2,187896,187918,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	15:hsa;hsa-mir-6859-2,101973529,101973551,+	0.10334669078896998	0.0791085888202241
hsa-miR-4536-5p	3	43	21.5	1.65	1.27	X:hsa;hsa-mir-4536-2,55451496,55451516,+	0.8267735263117598	0.6328687105617928
hsa-miR-301a-3p	2	43	43	1.65	1.27	17:hsa;hsa-mir-301a,59151186,59151208,-	1.6535470526235196	1.2657374211235857
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	16:hsa;hsa-mir-6859-2,17057,17079,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	15:hsa;hsa-mir-6859-1,101973529,101973551,+	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	15:hsa;hsa-mir-6859-3,101973529,101973551,+	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-2,17374,17396,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-3,187896,187918,-	0.10334669078896998	0.0791085888202241
hsa-miR-3657	1	43	43	1.65	1.27	12:hsa;hsa-mir-3657,112037667,112037687,-	1.6535470526235196	1.2657374211235857
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	16:hsa;hsa-mir-6859-3,17057,17079,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-4,187896,187918,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-1,17374,17396,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	16:hsa;hsa-mir-6859-4,17057,17079,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-4,17374,17396,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	15:hsa;hsa-mir-6859-4,101973529,101973551,+	0.10334669078896998	0.0791085888202241
hsa-miR-4536-5p	3	43	21.5	1.65	1.27	X:hsa;hsa-mir-4536-1,55451496,55451516,-	0.8267735263117598	0.6328687105617928
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-3,17374,17396,-	0.10334669078896998	0.0791085888202241
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	16:hsa;hsa-mir-6859-1,17057,17079,-	0.10334669078896998	0.0791085888202241
hsa-miR-219a-1-3p	3	43	43	1.65	1.27	6:hsa;hsa-mir-219a-1,33207896,33207917,+	1.6535470526235196	1.2657374211235857
hsa-miR-6859-5p	2	43	2.69	1.65	1.27	1:hsa;hsa-mir-6859-1,187896,187918,-	0.10334669078896998	0.0791085888202241
hsa-miR-4661-5p	2	42	42	1.62	1.24	8:hsa;hsa-mir-4661,91205494,91205515,+	1.615092470004368	1.2363016671439675
hsa-miR-1252-5p	1	42	42	1.62	1.24	12:hsa;hsa-mir-1252,79419261,79419282,+	1.615092470004368	1.2363016671439675
hsa-miR-505-5p	1	42	42	1.62	1.24	X:hsa;hsa-mir-505,139924162,139924183,-	1.615092470004368	1.2363016671439675
hsa-miR-6507-3p	1	42	42	1.62	1.24	10:hsa;hsa-mir-6507,98924544,98924565,-	1.615092470004368	1.2363016671439675
hsa-miR-6780b-3p	1	42	42	1.62	1.24	6:hsa;hsa-mir-6780b,43434600,43434620,+	1.615092470004368	1.2363016671439675
hsa-miR-1249-5p	1	41	41	1.58	1.21	22:hsa;hsa-mir-1249,45200957,45200980,-	1.5766378873852165	1.206865913164349
hsa-miR-1304-3p	1	41	41	1.58	1.21	11:hsa;hsa-mir-1304,93733726,93733747,-	1.5766378873852165	1.206865913164349
hsa-miR-27a-5p	4	41	41	1.58	1.21	19:hsa;hsa-mir-27a,13836449,13836470,-	1.5766378873852165	1.206865913164349
hsa-miR-943	3	41	41	1.58	1.21	4:hsa;hsa-mir-943,1986438,1986458,-	1.5766378873852165	1.206865913164349
hsa-miR-3145-5p	2	41	41	1.58	1.21	6:hsa;hsa-mir-3145,138435224,138435245,-	1.5766378873852165	1.206865913164349
hsa-miR-1185-1-3p	1	41	41	1.58	1.21	14:hsa;hsa-mir-1185-1,101043029,101043050,+	1.5766378873852165	1.206865913164349
hsa-miR-6877-5p	3	41	41	1.58	1.21	9:hsa;hsa-mir-6877,133052001,133052022,+	1.5766378873852165	1.206865913164349
hsa-miR-548v	1	40	40	1.54	1.18	8:hsa;hsa-mir-548v,17681626,17681647,-	1.538183304766065	1.177430159184731
hsa-miR-5584-3p	1	40	40	1.54	1.18	1:hsa;hsa-mir-5584,44545531,44545552,+	1.538183304766065	1.177430159184731
hsa-miR-541-5p	3	40	40	1.54	1.18	14:hsa;hsa-mir-541,101064504,101064528,+	1.538183304766065	1.177430159184731
